### Alberto Saldana-Lopez (Obs. Geneva - UniGE)
# 2021/08/31 11:24:18
#
# --------------------------------------------------------------------------------
#    example - stellar continuum SED (full) - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> example
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> reddy16
# att_igm     --> no
# wave_range  --> [ 925. 1345.]
# z_spec      --> 0.33314
# wave_R      --> 1000.0
# wave_norm   --> [1070. 1110.]
# nsim        --> 10
# 
### outputs ### 
# norm_factor --> 1.2426760411056101e-16
# arrays      --> wave(A), Flux.MOD, Flux.MODerr, Flux.INT, Flux.INTerr 
# 
# 
# wave(A)     Flux.MOD      Flux.MODerr   Flux.INT      Flux.INTerr 
+2.38500e+04  +3.40269e-04  +1.95073e-04  +3.40269e-04  +1.95073e-04
+2.39500e+04  +3.34813e-04  +1.94287e-04  +3.34813e-04  +1.94287e-04
+2.40500e+04  +3.29244e-04  +1.90608e-04  +3.29244e-04  +1.90608e-04
+2.41500e+04  +3.23753e-04  +1.85626e-04  +3.23753e-04  +1.85626e-04
+2.42500e+04  +3.19944e-04  +1.87603e-04  +3.19944e-04  +1.87603e-04
+2.43500e+04  +3.13772e-04  +1.82002e-04  +3.13772e-04  +1.82002e-04
+2.44500e+04  +3.08716e-04  +1.78355e-04  +3.08716e-04  +1.78355e-04
+2.45500e+04  +3.05269e-04  +1.78642e-04  +3.05269e-04  +1.78642e-04
+2.46500e+04  +2.99617e-04  +1.75391e-04  +2.99617e-04  +1.75391e-04
+2.47500e+04  +2.94861e-04  +1.72375e-04  +2.94861e-04  +1.72375e-04
+2.48500e+04  +2.92141e-04  +1.71608e-04  +2.92141e-04  +1.71608e-04
+2.49500e+04  +2.84184e-04  +1.64572e-04  +2.84184e-04  +1.64572e-04
+2.50500e+04  +2.83939e-04  +1.68500e-04  +2.83939e-04  +1.68500e-04
+2.51500e+04  +2.79238e-04  +1.64385e-04  +2.79238e-04  +1.64385e-04
+2.52500e+04  +2.70934e-04  +1.57867e-04  +2.70934e-04  +1.57867e-04
+2.53500e+04  +2.70516e-04  +1.60665e-04  +2.70516e-04  +1.60665e-04
+2.54500e+04  +2.66956e-04  +1.58670e-04  +2.66956e-04  +1.58670e-04
+2.55500e+04  +2.62443e-04  +1.55939e-04  +2.62443e-04  +1.55939e-04
+2.56500e+04  +2.54494e-04  +1.48970e-04  +2.54494e-04  +1.48970e-04
+2.57500e+04  +2.54846e-04  +1.52307e-04  +2.54846e-04  +1.52307e-04
+2.58500e+04  +2.51412e-04  +1.49557e-04  +2.51412e-04  +1.49557e-04
+2.59500e+04  +2.47699e-04  +1.47831e-04  +2.47699e-04  +1.47831e-04
+2.60500e+04  +2.43062e-04  +1.45671e-04  +2.43062e-04  +1.45671e-04
+2.61500e+04  +2.35507e-04  +1.39025e-04  +2.35507e-04  +1.39025e-04
+2.62500e+04  +2.29344e-04  +1.36420e-04  +2.29344e-04  +1.36420e-04
+2.63500e+04  +2.32794e-04  +1.39987e-04  +2.32794e-04  +1.39987e-04
+2.64500e+04  +2.30142e-04  +1.38457e-04  +2.30142e-04  +1.38457e-04
+2.65500e+04  +2.26732e-04  +1.36395e-04  +2.26732e-04  +1.36395e-04
+2.66500e+04  +2.23025e-04  +1.34188e-04  +2.23025e-04  +1.34188e-04
+2.67500e+04  +2.15569e-04  +1.28599e-04  +2.15569e-04  +1.28599e-04
+2.68500e+04  +2.16722e-04  +1.31196e-04  +2.16722e-04  +1.31196e-04
+2.69500e+04  +2.14197e-04  +1.29136e-04  +2.14197e-04  +1.29136e-04
+2.70500e+04  +2.11219e-04  +1.27910e-04  +2.11219e-04  +1.27910e-04
+2.71500e+04  +2.08241e-04  +1.26171e-04  +2.08241e-04  +1.26171e-04
+2.72500e+04  +2.05288e-04  +1.24723e-04  +2.05288e-04  +1.24723e-04
+2.73500e+04  +2.02400e-04  +1.22547e-04  +2.02400e-04  +1.22547e-04
+2.74500e+04  +1.99354e-04  +1.21309e-04  +1.99354e-04  +1.21309e-04
+2.75500e+04  +1.92616e-04  +1.16239e-04  +1.92616e-04  +1.16239e-04
+2.76500e+04  +1.92687e-04  +1.17408e-04  +1.92687e-04  +1.17408e-04
+2.77500e+04  +1.91265e-04  +1.16357e-04  +1.91265e-04  +1.16357e-04
+2.78500e+04  +1.88757e-04  +1.15206e-04  +1.88757e-04  +1.15206e-04
+2.79500e+04  +1.86190e-04  +1.13859e-04  +1.86190e-04  +1.13859e-04
+2.80500e+04  +1.83647e-04  +1.12355e-04  +1.83647e-04  +1.12355e-04
+2.81500e+04  +1.81132e-04  +1.10669e-04  +1.81132e-04  +1.10669e-04
+2.82500e+04  +1.78654e-04  +1.09424e-04  +1.78654e-04  +1.09424e-04
+2.83500e+04  +1.76234e-04  +1.08162e-04  +1.76234e-04  +1.08162e-04
+2.84500e+04  +1.73856e-04  +1.06707e-04  +1.73856e-04  +1.06707e-04
+2.85500e+04  +1.71407e-04  +1.05296e-04  +1.71407e-04  +1.05296e-04
+2.86500e+04  +1.68345e-04  +1.03647e-04  +1.68345e-04  +1.03647e-04
+2.87500e+04  +1.62756e-04  +9.93422e-05  +1.62756e-04  +9.93422e-05
+2.88500e+04  +1.64426e-04  +1.01347e-04  +1.64426e-04  +1.01347e-04
+2.89500e+04  +1.62522e-04  +1.00125e-04  +1.62522e-04  +1.00125e-04
+2.90500e+04  +1.60412e-04  +9.88652e-05  +1.60412e-04  +9.88652e-05
+2.91500e+04  +1.58278e-04  +9.76697e-05  +1.58278e-04  +9.76697e-05
+2.92500e+04  +1.56195e-04  +9.62759e-05  +1.56195e-04  +9.62759e-05
+2.93500e+04  +1.54170e-04  +9.52842e-05  +1.54170e-04  +9.52842e-05
+2.94500e+04  +1.52163e-04  +9.40214e-05  +1.52163e-04  +9.40214e-05
+2.95500e+04  +1.50177e-04  +9.28405e-05  +1.50177e-04  +9.28405e-05
+2.96500e+04  +1.48222e-04  +9.17806e-05  +1.48222e-04  +9.17806e-05
+2.97500e+04  +1.46309e-04  +9.06618e-05  +1.46309e-04  +9.06618e-05
+2.98500e+04  +1.44426e-04  +8.94915e-05  +1.44426e-04  +8.94915e-05
+2.99500e+04  +1.42572e-04  +8.83921e-05  +1.42572e-04  +8.83921e-05
+3.00500e+04  +1.40735e-04  +8.72845e-05  +1.40735e-04  +8.72845e-05
+3.01500e+04  +1.38914e-04  +8.62669e-05  +1.38914e-04  +8.62669e-05
+3.02500e+04  +1.36990e-04  +8.51507e-05  +1.36990e-04  +8.51507e-05
+3.03500e+04  +1.32556e-04  +8.19556e-05  +1.32556e-04  +8.19556e-05
+3.04500e+04  +1.32236e-04  +8.22525e-05  +1.32236e-04  +8.22525e-05
+3.05500e+04  +1.31925e-04  +8.20901e-05  +1.31925e-04  +8.20901e-05
+3.06500e+04  +1.30357e-04  +8.11118e-05  +1.30357e-04  +8.11118e-05
+3.07500e+04  +1.28732e-04  +8.01587e-05  +1.28732e-04  +8.01587e-05
+3.08500e+04  +1.27124e-04  +7.91216e-05  +1.27124e-04  +7.91216e-05
+3.09500e+04  +1.25545e-04  +7.81884e-05  +1.25545e-04  +7.81884e-05
+3.10500e+04  +1.23989e-04  +7.73012e-05  +1.23989e-04  +7.73012e-05
+3.11500e+04  +1.22439e-04  +7.63109e-05  +1.22439e-04  +7.63109e-05
+3.12500e+04  +1.20933e-04  +7.54416e-05  +1.20933e-04  +7.54416e-05
+3.13500e+04  +1.19460e-04  +7.45528e-05  +1.19460e-04  +7.45528e-05
+3.14500e+04  +1.17993e-04  +7.36415e-05  +1.17993e-04  +7.36415e-05
+3.15500e+04  +1.16551e-04  +7.27704e-05  +1.16551e-04  +7.27704e-05
+3.16500e+04  +1.15134e-04  +7.18789e-05  +1.15134e-04  +7.18789e-05
+3.17500e+04  +1.13720e-04  +7.10803e-05  +1.13720e-04  +7.10803e-05
+3.18500e+04  +1.12366e-04  +7.02344e-05  +1.12366e-04  +7.02344e-05
+3.19500e+04  +1.11011e-04  +6.94293e-05  +1.11011e-04  +6.94293e-05
+3.21000e+04  +1.09011e-04  +6.81934e-05  +1.09011e-04  +6.81934e-05
+3.23000e+04  +1.06405e-04  +6.65871e-05  +1.06405e-04  +6.65871e-05
+3.25000e+04  +1.03893e-04  +6.50537e-05  +1.03893e-04  +6.50537e-05
+3.27000e+04  +1.01443e-04  +6.35402e-05  +1.01443e-04  +6.35402e-05
+3.29000e+04  +9.74099e-05  +6.08760e-05  +9.74099e-05  +6.08760e-05
+3.31000e+04  +9.63953e-05  +6.04466e-05  +9.63953e-05  +6.04466e-05
+3.33000e+04  +9.44419e-05  +5.91824e-05  +9.44419e-05  +5.91824e-05
+3.35000e+04  +9.22967e-05  +5.78877e-05  +9.22967e-05  +5.78877e-05
+3.37000e+04  +9.02016e-05  +5.65711e-05  +9.02016e-05  +5.65711e-05
+3.39000e+04  +8.81566e-05  +5.52820e-05  +8.81566e-05  +5.52820e-05
+3.41000e+04  +8.61551e-05  +5.40082e-05  +8.61551e-05  +5.40082e-05
+3.43000e+04  +8.42127e-05  +5.28569e-05  +8.42127e-05  +5.28569e-05
+3.45000e+04  +8.22970e-05  +5.16933e-05  +8.22970e-05  +5.16933e-05
+3.47000e+04  +8.04742e-05  +5.05894e-05  +8.04742e-05  +5.05894e-05
+3.49000e+04  +7.86728e-05  +4.94517e-05  +7.86728e-05  +4.94517e-05
+3.51000e+04  +7.69589e-05  +4.84502e-05  +7.69589e-05  +4.84502e-05
+3.53000e+04  +7.52796e-05  +4.73945e-05  +7.52796e-05  +4.73945e-05
+3.55000e+04  +7.35902e-05  +4.63087e-05  +7.35902e-05  +4.63087e-05
+3.57000e+04  +7.19751e-05  +4.52694e-05  +7.19751e-05  +4.52694e-05
+3.59000e+04  +7.06353e-05  +4.47445e-05  +7.06353e-05  +4.47445e-05
+3.61000e+04  +6.88810e-05  +4.33407e-05  +6.88810e-05  +4.33407e-05
+3.63000e+04  +6.76558e-05  +4.29266e-05  +6.76558e-05  +4.29266e-05
+3.65000e+04  +6.59195e-05  +4.14938e-05  +6.59195e-05  +4.14938e-05
+3.67000e+04  +6.48384e-05  +4.11763e-05  +6.48384e-05  +4.11763e-05
+3.69000e+04  +6.31173e-05  +3.97039e-05  +6.31173e-05  +3.97039e-05
+3.71000e+04  +6.21063e-05  +3.94308e-05  +6.21063e-05  +3.94308e-05
+3.73000e+04  +6.04065e-05  +3.83972e-05  +6.04065e-05  +3.83972e-05
+3.75000e+04  +5.85697e-05  +3.68596e-05  +5.85697e-05  +3.68596e-05
+3.77000e+04  +5.83607e-05  +3.71252e-05  +5.83607e-05  +3.71252e-05
+3.79000e+04  +5.72035e-05  +3.63820e-05  +5.72035e-05  +3.63820e-05
+3.81000e+04  +5.57553e-05  +3.52974e-05  +5.57553e-05  +3.52974e-05
+3.83000e+04  +5.47075e-05  +3.47438e-05  +5.47075e-05  +3.47438e-05
+3.85000e+04  +5.37916e-05  +3.42819e-05  +5.37916e-05  +3.42819e-05
+3.87000e+04  +5.27224e-05  +3.35703e-05  +5.27224e-05  +3.35703e-05
+3.89000e+04  +5.16279e-05  +3.29090e-05  +5.16279e-05  +3.29090e-05
+3.91000e+04  +5.01824e-05  +3.17547e-05  +5.01824e-05  +3.17547e-05
+3.93000e+04  +4.96285e-05  +3.16757e-05  +4.96285e-05  +3.16757e-05
+3.95000e+04  +4.86631e-05  +3.10367e-05  +4.86631e-05  +3.10367e-05
+3.97000e+04  +4.77214e-05  +3.04494e-05  +4.77214e-05  +3.04494e-05
+3.99000e+04  +4.67872e-05  +2.98316e-05  +4.67872e-05  +2.98316e-05
+4.01000e+04  +4.56706e-05  +2.91132e-05  +4.56706e-05  +2.91132e-05
+4.03000e+04  +4.46201e-05  +2.84057e-05  +4.46201e-05  +2.84057e-05
+4.05000e+04  +4.34344e-05  +2.77285e-05  +4.34344e-05  +2.77285e-05
+4.07000e+04  +4.32567e-05  +2.76723e-05  +4.32567e-05  +2.76723e-05
+4.09000e+04  +4.24652e-05  +2.71648e-05  +4.24652e-05  +2.71648e-05
+4.11000e+04  +4.16671e-05  +2.66615e-05  +4.16671e-05  +2.66615e-05
+4.13000e+04  +4.08631e-05  +2.61721e-05  +4.08631e-05  +2.61721e-05
+4.15000e+04  +4.00713e-05  +2.56806e-05  +4.00713e-05  +2.56806e-05
+4.17000e+04  +3.88871e-05  +2.47638e-05  +3.88871e-05  +2.47638e-05
+4.19000e+04  +3.85930e-05  +2.47372e-05  +3.85930e-05  +2.47372e-05
+4.21000e+04  +3.79106e-05  +2.42879e-05  +3.79106e-05  +2.42879e-05
+4.23000e+04  +3.72162e-05  +2.38708e-05  +3.72162e-05  +2.38708e-05
+4.25000e+04  +3.65210e-05  +2.34247e-05  +3.65210e-05  +2.34247e-05
+4.27000e+04  +3.58662e-05  +2.30189e-05  +3.58662e-05  +2.30189e-05
+4.29000e+04  +3.51966e-05  +2.24015e-05  +3.51966e-05  +2.24015e-05
+4.31000e+04  +3.45795e-05  +2.17856e-05  +3.45795e-05  +2.17856e-05
+4.33000e+04  +3.39529e-05  +2.14866e-05  +3.39529e-05  +2.14866e-05
+4.35000e+04  +3.33251e-05  +2.09579e-05  +3.33251e-05  +2.09579e-05
+4.37000e+04  +3.23559e-05  +2.01987e-05  +3.23559e-05  +2.01987e-05
+4.39000e+04  +3.20711e-05  +2.00851e-05  +3.20711e-05  +2.00851e-05
+4.41000e+04  +3.15942e-05  +1.96639e-05  +3.15942e-05  +1.96639e-05
+4.43000e+04  +3.10403e-05  +1.93409e-05  +3.10403e-05  +1.93409e-05
+4.45000e+04  +3.04914e-05  +1.89855e-05  +3.04914e-05  +1.89855e-05
+4.47000e+04  +3.00015e-05  +1.86523e-05  +3.00015e-05  +1.86523e-05
+4.49000e+04  +2.94827e-05  +1.83986e-05  +2.94827e-05  +1.83986e-05
+4.51000e+04  +2.89721e-05  +1.80437e-05  +2.89721e-05  +1.80437e-05
+4.53000e+04  +2.84700e-05  +1.77038e-05  +2.84700e-05  +1.77038e-05
+4.55000e+04  +2.79794e-05  +1.74506e-05  +2.79794e-05  +1.74506e-05
+4.57000e+04  +2.75027e-05  +1.71540e-05  +2.75027e-05  +1.71540e-05
+4.59000e+04  +2.70355e-05  +1.68182e-05  +2.70355e-05  +1.68182e-05
+4.61000e+04  +2.65742e-05  +1.66010e-05  +2.65742e-05  +1.66010e-05
+4.63000e+04  +2.61098e-05  +1.63017e-05  +2.61098e-05  +1.63017e-05
+4.65000e+04  +2.52175e-05  +1.57340e-05  +2.52175e-05  +1.57340e-05
+4.67000e+04  +2.48527e-05  +1.54977e-05  +2.48527e-05  +1.54977e-05
+4.69000e+04  +2.47836e-05  +1.55246e-05  +2.47836e-05  +1.55246e-05
+4.71000e+04  +2.44239e-05  +1.52748e-05  +2.44239e-05  +1.52748e-05
+4.73000e+04  +2.40221e-05  +1.50801e-05  +2.40221e-05  +1.50801e-05
+4.75000e+04  +2.36240e-05  +1.48138e-05  +2.36240e-05  +1.48138e-05
+4.77000e+04  +2.32393e-05  +1.45795e-05  +2.32393e-05  +1.45795e-05
+4.79000e+04  +2.28622e-05  +1.43592e-05  +2.28622e-05  +1.43592e-05
+4.81000e+04  +2.24885e-05  +1.41019e-05  +2.24885e-05  +1.41019e-05
+4.83000e+04  +2.21229e-05  +1.39293e-05  +2.21229e-05  +1.39293e-05
+4.85000e+04  +2.17632e-05  +1.36997e-05  +2.17632e-05  +1.36997e-05
+4.87000e+04  +2.14174e-05  +1.34695e-05  +2.14174e-05  +1.34695e-05
+4.89000e+04  +2.10771e-05  +1.32618e-05  +2.10771e-05  +1.32618e-05
+4.91000e+04  +2.07419e-05  +1.30600e-05  +2.07419e-05  +1.30600e-05
+4.93000e+04  +2.04143e-05  +1.28568e-05  +2.04143e-05  +1.28568e-05
+4.95000e+04  +2.00897e-05  +1.26435e-05  +2.00897e-05  +1.26435e-05
+4.97000e+04  +1.97703e-05  +1.24813e-05  +1.97703e-05  +1.24813e-05
+4.99000e+04  +1.94571e-05  +1.22849e-05  +1.94571e-05  +1.22849e-05
+5.01000e+04  +1.91739e-05  +1.21028e-05  +1.91739e-05  +1.21028e-05
+5.03000e+04  +1.89190e-05  +1.19231e-05  +1.89190e-05  +1.19231e-05
+5.05000e+04  +1.86687e-05  +1.17274e-05  +1.86687e-05  +1.17274e-05
+5.07000e+04  +1.84242e-05  +1.15719e-05  +1.84242e-05  +1.15719e-05
+5.09000e+04  +1.81827e-05  +1.13958e-05  +1.81827e-05  +1.13958e-05
+5.11000e+04  +1.79178e-05  +1.12156e-05  +1.79178e-05  +1.12156e-05
+5.13000e+04  +1.74300e-05  +1.08593e-05  +1.74300e-05  +1.08593e-05
+5.15000e+04  +1.74700e-05  +1.08948e-05  +1.74700e-05  +1.08948e-05
+5.17000e+04  +1.72629e-05  +1.07611e-05  +1.72629e-05  +1.07611e-05
+5.19000e+04  +1.70447e-05  +1.05983e-05  +1.70447e-05  +1.05983e-05
+5.21000e+04  +1.68294e-05  +1.04524e-05  +1.68294e-05  +1.04524e-05
+5.23000e+04  +1.66172e-05  +1.02917e-05  +1.66172e-05  +1.02917e-05
+5.25000e+04  +1.64091e-05  +1.01554e-05  +1.64091e-05  +1.01554e-05
+5.27000e+04  +1.62056e-05  +1.00332e-05  +1.62056e-05  +1.00332e-05
+5.29000e+04  +1.60043e-05  +9.86782e-06  +1.60043e-05  +9.86782e-06
+5.31000e+04  +1.58066e-05  +9.72144e-06  +1.58066e-05  +9.72144e-06
+5.33000e+04  +1.56137e-05  +9.59978e-06  +1.56137e-05  +9.59978e-06
+5.35000e+04  +1.54229e-05  +9.46257e-06  +1.54229e-05  +9.46257e-06
+5.37000e+04  +1.52360e-05  +9.33463e-06  +1.52360e-05  +9.33463e-06
+5.39000e+04  +1.50527e-05  +9.20830e-06  +1.50527e-05  +9.20830e-06
+5.41000e+04  +1.48714e-05  +9.08245e-06  +1.48714e-05  +9.08245e-06
+5.43000e+04  +1.46934e-05  +8.94733e-06  +1.46934e-05  +8.94733e-06
+5.45000e+04  +1.45191e-05  +8.84177e-06  +1.45191e-05  +8.84177e-06
+5.47000e+04  +1.43465e-05  +8.70492e-06  +1.43465e-05  +8.70492e-06
+5.49000e+04  +1.41783e-05  +8.59942e-06  +1.41783e-05  +8.59942e-06
+5.51000e+04  +1.40131e-05  +8.47189e-06  +1.40131e-05  +8.47189e-06
+5.53000e+04  +1.38502e-05  +8.39339e-06  +1.38502e-05  +8.39339e-06
+5.55000e+04  +1.36893e-05  +8.25056e-06  +1.36893e-05  +8.25056e-06
+5.57000e+04  +1.35311e-05  +8.15598e-06  +1.35311e-05  +8.15598e-06
+5.59000e+04  +1.33745e-05  +8.03792e-06  +1.33745e-05  +8.03792e-06
+5.61000e+04  +1.32227e-05  +7.94706e-06  +1.32227e-05  +7.94706e-06
+5.63000e+04  +1.30728e-05  +7.82440e-06  +1.30728e-05  +7.82440e-06
+5.65000e+04  +1.29253e-05  +7.73584e-06  +1.29253e-05  +7.73584e-06
+5.67000e+04  +1.27805e-05  +7.63291e-06  +1.27805e-05  +7.63291e-06
+5.69000e+04  +1.26363e-05  +7.51887e-06  +1.26363e-05  +7.51887e-06
+5.71000e+04  +1.24962e-05  +7.43697e-06  +1.24962e-05  +7.43697e-06
+5.73000e+04  +1.23576e-05  +7.34054e-06  +1.23576e-05  +7.34054e-06
+5.75000e+04  +1.22218e-05  +7.24229e-06  +1.22218e-05  +7.24229e-06
+5.77000e+04  +1.20868e-05  +7.14925e-06  +1.20868e-05  +7.14925e-06
+5.79000e+04  +1.19550e-05  +7.06646e-06  +1.19550e-05  +7.06646e-06
+5.81000e+04  +1.18254e-05  +6.97008e-06  +1.18254e-05  +6.97008e-06
+5.83000e+04  +1.16973e-05  +6.88174e-06  +1.16973e-05  +6.88174e-06
+5.85000e+04  +1.15789e-05  +6.80586e-06  +1.15789e-05  +6.80586e-06
+5.87000e+04  +1.14528e-05  +6.71216e-06  +1.14528e-05  +6.71216e-06
+5.89000e+04  +1.13113e-05  +6.62503e-06  +1.13113e-05  +6.62503e-06
+5.91000e+04  +1.10356e-05  +6.42374e-06  +1.10356e-05  +6.42374e-06
+5.93000e+04  +1.10824e-05  +6.46569e-06  +1.10824e-05  +6.46569e-06
+5.95000e+04  +1.09753e-05  +6.37876e-06  +1.09753e-05  +6.37876e-06
+5.97000e+04  +1.08614e-05  +6.30780e-06  +1.08614e-05  +6.30780e-06
+5.99000e+04  +1.07482e-05  +6.22822e-06  +1.07482e-05  +6.22822e-06
+6.01000e+04  +1.06363e-05  +6.15151e-06  +1.06363e-05  +6.15151e-06
+6.03000e+04  +1.05269e-05  +6.07288e-06  +1.05269e-05  +6.07288e-06
+6.05000e+04  +1.04188e-05  +5.99284e-06  +1.04188e-05  +5.99284e-06
+6.07000e+04  +1.03120e-05  +5.91981e-06  +1.03120e-05  +5.91981e-06
+6.09000e+04  +1.02074e-05  +5.84604e-06  +1.02074e-05  +5.84604e-06
+6.11000e+04  +1.01030e-05  +5.77270e-06  +1.01030e-05  +5.77270e-06
+6.13000e+04  +1.00011e-05  +5.70630e-06  +1.00011e-05  +5.70630e-06
+6.15000e+04  +9.90067e-06  +5.63864e-06  +9.90067e-06  +5.63864e-06
+6.17000e+04  +9.80209e-06  +5.57433e-06  +9.80209e-06  +5.57433e-06
+6.19000e+04  +9.70313e-06  +5.50296e-06  +9.70313e-06  +5.50296e-06
+6.21000e+04  +9.60704e-06  +5.43934e-06  +9.60704e-06  +5.43934e-06
+6.23000e+04  +9.51183e-06  +5.36987e-06  +9.51183e-06  +5.36987e-06
+6.25000e+04  +9.41906e-06  +5.30224e-06  +9.41906e-06  +5.30224e-06
+6.27000e+04  +9.32658e-06  +5.23877e-06  +9.32658e-06  +5.23877e-06
+6.29000e+04  +9.23557e-06  +5.17757e-06  +9.23557e-06  +5.17757e-06
+6.31000e+04  +9.14568e-06  +5.11561e-06  +9.14568e-06  +5.11561e-06
+6.33000e+04  +9.05730e-06  +5.05921e-06  +9.05730e-06  +5.05921e-06
+6.35000e+04  +8.97012e-06  +4.99615e-06  +8.97012e-06  +4.99615e-06
+6.37000e+04  +8.88385e-06  +4.94178e-06  +8.88385e-06  +4.94178e-06
+6.39000e+04  +8.79908e-06  +4.87978e-06  +8.79908e-06  +4.87978e-06
+6.42000e+04  +8.67388e-06  +4.79646e-06  +8.67388e-06  +4.79646e-06
+6.46000e+04  +8.51059e-06  +4.68330e-06  +8.51059e-06  +4.68330e-06
+6.50000e+04  +8.35221e-06  +4.57568e-06  +8.35221e-06  +4.57568e-06
+6.54000e+04  +8.19773e-06  +4.46987e-06  +8.19773e-06  +4.46987e-06
+6.58000e+04  +8.04730e-06  +4.36927e-06  +8.04730e-06  +4.36927e-06
+6.62000e+04  +7.90065e-06  +4.26897e-06  +7.90065e-06  +4.26897e-06
+6.66000e+04  +7.75799e-06  +4.17218e-06  +7.75799e-06  +4.17218e-06
+6.70000e+04  +7.61849e-06  +4.07907e-06  +7.61849e-06  +4.07907e-06
+6.74000e+04  +7.48326e-06  +3.98713e-06  +7.48326e-06  +3.98713e-06
+6.78000e+04  +7.35049e-06  +3.89838e-06  +7.35049e-06  +3.89838e-06
+6.82000e+04  +7.22167e-06  +3.81192e-06  +7.22167e-06  +3.81192e-06
+6.86000e+04  +7.09560e-06  +3.72901e-06  +7.09560e-06  +3.72901e-06
+6.90000e+04  +6.97253e-06  +3.64648e-06  +6.97253e-06  +3.64648e-06
+6.94000e+04  +6.85269e-06  +3.56764e-06  +6.85269e-06  +3.56764e-06
+6.98000e+04  +6.73511e-06  +3.49011e-06  +6.73511e-06  +3.49011e-06
+7.02000e+04  +6.62092e-06  +3.41480e-06  +6.62092e-06  +3.41480e-06
+7.06000e+04  +6.50900e-06  +3.34248e-06  +6.50900e-06  +3.34248e-06
+7.10000e+04  +6.40014e-06  +3.27095e-06  +6.40014e-06  +3.27095e-06
+7.14000e+04  +6.29367e-06  +3.20195e-06  +6.29367e-06  +3.20195e-06
+7.18000e+04  +6.18952e-06  +3.13424e-06  +6.18952e-06  +3.13424e-06
+7.22000e+04  +6.08735e-06  +3.06879e-06  +6.08735e-06  +3.06879e-06
+7.26000e+04  +5.98739e-06  +3.00458e-06  +5.98739e-06  +3.00458e-06
+7.30000e+04  +5.88997e-06  +2.94248e-06  +5.88997e-06  +2.94248e-06
+7.34000e+04  +5.79454e-06  +2.88146e-06  +5.79454e-06  +2.88146e-06
+7.38000e+04  +5.70104e-06  +2.82285e-06  +5.70104e-06  +2.82285e-06
+7.42000e+04  +5.60677e-06  +2.76427e-06  +5.60677e-06  +2.76427e-06
+7.46000e+04  +5.47682e-06  +2.68212e-06  +5.47682e-06  +2.68212e-06
+7.50000e+04  +5.38990e-06  +2.62873e-06  +5.38990e-06  +2.62873e-06
+7.54000e+04  +5.34545e-06  +2.60038e-06  +5.34545e-06  +2.60038e-06
+7.58000e+04  +5.26281e-06  +2.54897e-06  +5.26281e-06  +2.54897e-06
+7.62000e+04  +5.18037e-06  +2.49866e-06  +5.18037e-06  +2.49866e-06
+7.66000e+04  +5.09943e-06  +2.44912e-06  +5.09943e-06  +2.44912e-06
+7.70000e+04  +5.02024e-06  +2.40073e-06  +5.02024e-06  +2.40073e-06
+7.74000e+04  +4.94245e-06  +2.35395e-06  +4.94245e-06  +2.35395e-06
+7.78000e+04  +4.86637e-06  +2.30804e-06  +4.86637e-06  +2.30804e-06
+7.82000e+04  +4.79164e-06  +2.26319e-06  +4.79164e-06  +2.26319e-06
+7.86000e+04  +4.71848e-06  +2.21990e-06  +4.71848e-06  +2.21990e-06
+7.90000e+04  +4.64632e-06  +2.17716e-06  +4.64632e-06  +2.17716e-06
+7.94000e+04  +4.57562e-06  +2.13573e-06  +4.57562e-06  +2.13573e-06
+7.98000e+04  +4.50616e-06  +2.09523e-06  +4.50616e-06  +2.09523e-06
+8.02000e+04  +4.43781e-06  +2.05515e-06  +4.43781e-06  +2.05515e-06
+8.06000e+04  +4.37102e-06  +2.01659e-06  +4.37102e-06  +2.01659e-06
+8.10000e+04  +4.30527e-06  +1.97903e-06  +4.30527e-06  +1.97903e-06
+8.14000e+04  +4.24054e-06  +1.94201e-06  +4.24054e-06  +1.94201e-06
+8.18000e+04  +4.17693e-06  +1.90616e-06  +4.17693e-06  +1.90616e-06
+8.22000e+04  +4.11449e-06  +1.87085e-06  +4.11449e-06  +1.87085e-06
+8.26000e+04  +4.05308e-06  +1.83649e-06  +4.05308e-06  +1.83649e-06
+8.30000e+04  +3.99268e-06  +1.80289e-06  +3.99268e-06  +1.80289e-06
+8.34000e+04  +3.93317e-06  +1.76971e-06  +3.93317e-06  +1.76971e-06
+8.38000e+04  +3.87462e-06  +1.73746e-06  +3.87462e-06  +1.73746e-06
+8.42000e+04  +3.81705e-06  +1.70624e-06  +3.81705e-06  +1.70624e-06
+8.46000e+04  +3.76030e-06  +1.67543e-06  +3.76030e-06  +1.67543e-06
+8.50000e+04  +3.70452e-06  +1.64560e-06  +3.70452e-06  +1.64560e-06
+8.54000e+04  +3.64963e-06  +1.61625e-06  +3.64963e-06  +1.61625e-06
+8.58000e+04  +3.59547e-06  +1.58758e-06  +3.59547e-06  +1.58758e-06
+8.62000e+04  +3.54219e-06  +1.55962e-06  +3.54219e-06  +1.55962e-06
+8.66000e+04  +3.48971e-06  +1.53225e-06  +3.48971e-06  +1.53225e-06
+8.70000e+04  +3.43797e-06  +1.50551e-06  +3.43797e-06  +1.50551e-06
+8.74000e+04  +3.38708e-06  +1.47923e-06  +3.38708e-06  +1.47923e-06
+8.78000e+04  +3.33672e-06  +1.45359e-06  +3.33672e-06  +1.45359e-06
