### Alberto Saldana-Lopez (Obs. Geneva - UniGE)
# 2021/08/31 11:24:18
#
# --------------------------------------------------------------------------------
#    example - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> example
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> reddy16
# att_igm     --> no
# wave_range  --> [ 925. 1345.]
# z_spec      --> 0.33314
# wave_R      --> 1000.0
# wave_norm   --> [1070. 1110.]
# nsim        --> 10
# 
### outputs ### 
# norm_factor --> 1.2426760411056101e-16
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.28769e+03  +1.37361e+00  +4.00970e-01  +8.46161e-01  +1.55507e-02
+1.28812e+03  +9.31087e-01  +3.57626e-01  +8.43669e-01  +1.55939e-02
+1.28854e+03  +1.19987e+00  +3.80413e-01  +8.46275e-01  +1.55690e-02
+1.28896e+03  +3.96907e-01  +2.68682e-01  +8.47439e-01  +1.55938e-02
+1.28938e+03  +7.57240e-01  +3.15251e-01  +8.47539e-01  +1.56267e-02
+1.28980e+03  +1.29766e+00  +4.05152e-01  +8.48079e-01  +1.56023e-02
+1.29022e+03  +8.50214e-01  +3.38672e-01  +8.48021e-01  +1.55641e-02
+1.29065e+03  +9.41846e-01  +3.61753e-01  +8.45614e-01  +1.56560e-02
+1.29107e+03  +1.12379e+00  +3.61726e-01  +8.40578e-01  +1.59775e-02
+1.29149e+03  +1.21589e+00  +3.85337e-01  +8.39324e-01  +1.60699e-02
+1.29191e+03  +8.55285e-01  +3.41150e-01  +8.43292e-01  +1.57964e-02
+1.29233e+03  +7.66029e-01  +3.19301e-01  +8.44963e-01  +1.57015e-02
+1.29275e+03  +1.49363e+00  +4.10180e-01  +8.43978e-01  +1.57594e-02
+1.29318e+03  +6.75070e-01  +3.20690e-01  +8.42253e-01  +1.58557e-02
+1.29360e+03  +9.50145e-01  +3.66373e-01  +8.39533e-01  +1.59514e-02
+1.29402e+03  +1.31754e+00  +4.12777e-01  +8.15095e-01  +1.69026e-02
+1.29444e+03  +6.77706e-01  +3.22511e-01  +7.78495e-01  +1.86449e-02
+1.29486e+03  +1.04512e+00  +3.68704e-01  +7.94453e-01  +1.74948e-02
+1.29528e+03  +8.63241e-01  +3.46268e-01  +8.20796e-01  +1.62257e-02
+1.29571e+03  +5.88776e-01  +3.01399e-01  +8.23126e-01  +1.62865e-02
+1.29613e+03  +7.06934e-01  +3.02661e-01  +8.06244e-01  +1.69957e-02
+1.29655e+03  +2.75683e-01  +2.35410e-01  +8.04079e-01  +1.63730e-02
+1.29697e+03  +1.14660e+00  +3.71161e-01  +8.16746e-01  +1.60417e-02
+1.29739e+03  +3.46150e-01  +2.70347e-01  +8.27447e-01  +1.58395e-02
+1.29781e+03  +9.00571e-01  +4.01212e-01  +8.31612e-01  +1.58153e-02
+1.29823e+03  +9.02329e-01  +4.01771e-01  +8.25714e-01  +1.61481e-02
+1.29866e+03  +9.03324e-01  +4.02549e-01  +7.83734e-01  +1.82043e-02
+1.29908e+03  +3.31853e-01  +2.78104e-01  +7.46849e-01  +2.05200e-02
+1.29950e+03  +1.02113e+00  +4.02977e-01  +7.97716e-01  +1.74547e-02
+1.29992e+03  +7.93883e-01  +3.75953e-01  +8.33673e-01  +1.60683e-02
+1.30034e+03  +4.47607e-01  +3.19325e-01  +8.33106e-01  +1.60809e-02
+1.30076e+03  +1.13995e+00  +4.34855e-01  +8.27137e-01  +1.61129e-02
+1.30119e+03  +2.11639e-01  +2.52322e-01  +8.28684e-01  +1.60129e-02
+1.30161e+03  +1.17145e+00  +3.78919e-01  +8.34259e-01  +1.59462e-02
+1.30203e+03  +1.55110e+00  +4.26599e-01  +8.37225e-01  +1.59431e-02
+1.30245e+03  +7.94588e-01  +3.32847e-01  +8.32843e-01  +1.61082e-02
+1.30287e+03  +7.00563e-01  +3.34164e-01  +7.91910e-01  +1.81120e-02
+1.30329e+03  +1.17875e+00  +3.81563e-01  +7.41728e-01  +2.17604e-02
+1.30372e+03  +3.23246e-01  +2.61888e-01  +7.91648e-01  +1.82978e-02
+1.30414e+03  +8.95885e-01  +3.59511e-01  +8.32345e-01  +1.61796e-02
+1.30456e+03  +7.04757e-01  +3.36548e-01  +8.36901e-01  +1.59344e-02
+1.30498e+03  +1.18479e+00  +3.83562e-01  +8.34931e-01  +1.59872e-02
+1.30540e+03  +8.02985e-01  +3.36874e-01  +8.27020e-01  +1.61470e-02
+1.30582e+03  +1.18914e+00  +3.85434e-01  +8.16446e-01  +1.61729e-02
+1.30625e+03  +9.96880e-01  +3.86255e-01  +8.17868e-01  +1.60883e-02
+1.30667e+03  +1.38282e+00  +4.35238e-01  +8.27514e-01  +1.60885e-02
+1.30709e+03  +1.19098e+00  +3.87367e-01  +8.25999e-01  +1.60420e-02
+1.30751e+03  +1.19338e+00  +3.88134e-01  +8.19689e-01  +1.60470e-02
+1.30793e+03  +1.09784e+00  +3.88597e-01  +8.27650e-01  +1.61162e-02
+1.30835e+03  +9.05429e-01  +3.65527e-01  +8.28027e-01  +1.65377e-02
+1.30878e+03  +1.29498e+00  +4.14739e-01  +8.21415e-01  +1.70916e-02
+1.30920e+03  +1.00679e+00  +3.91427e-01  +8.28011e-01  +1.65882e-02
+1.30962e+03  +1.39960e+00  +4.40525e-01  +8.31292e-01  +1.63279e-02
+1.31004e+03  +3.26287e-01  +2.68186e-01  +8.29959e-01  +1.63764e-02
+1.31046e+03  +9.14223e-01  +3.75326e-01  +8.31793e-01  +1.62888e-02
+1.31088e+03  +8.67944e-01  +4.83463e-01  +8.29889e-01  +1.63117e-02
+1.31131e+03  +1.34813e+00  +5.62483e-01  +8.21316e-01  +1.63588e-02
+1.31173e+03  +1.03090e+00  +4.83387e-01  +8.14921e-01  +1.62869e-02
+1.31215e+03  +1.19365e+00  +5.24013e-01  +8.25603e-01  +1.62633e-02
+1.31257e+03  +7.13213e-01  +4.46479e-01  +8.32565e-01  +1.63642e-02
+1.31299e+03  +1.10234e+00  +4.90922e-01  +8.34613e-01  +1.63239e-02
+1.31341e+03  +6.51616e-01  +4.17921e-01  +8.35395e-01  +1.63006e-02
+1.31384e+03  +5.56222e-01  +4.04565e-01  +8.34735e-01  +1.63252e-02
+1.31426e+03  +7.39966e-01  +4.32366e-01  +8.32061e-01  +1.64108e-02
+1.31468e+03  +7.30569e-01  +3.50875e-01  +8.30239e-01  +1.65144e-02
+1.31510e+03  +6.31346e-01  +3.26043e-01  +8.32096e-01  +1.65098e-02
+1.31552e+03  +4.31791e-01  +2.99478e-01  +8.32076e-01  +1.65216e-02
+1.31594e+03  +7.32647e-01  +3.52571e-01  +8.31918e-01  +1.65543e-02
+1.31637e+03  +1.53582e+00  +4.52185e-01  +8.33198e-01  +1.65529e-02
+1.31679e+03  +1.13804e+00  +4.02818e-01  +8.33980e-01  +1.65601e-02
+1.31721e+03  +4.37964e-01  +3.01816e-01  +8.33771e-01  +1.65218e-02
+1.31763e+03  +1.14519e+00  +4.04749e-01  +8.31901e-01  +1.65548e-02
+1.31805e+03  +1.34899e+00  +4.30241e-01  +8.27969e-01  +1.66626e-02
+1.31847e+03  +3.40553e-01  +2.77399e-01  +8.25935e-01  +1.66836e-02
+1.31890e+03  +7.46824e-01  +3.56639e-01  +8.26818e-01  +1.66422e-02
+1.31932e+03  +8.48745e-01  +3.56313e-01  +8.25500e-01  +1.66786e-02
+1.31974e+03  +6.46195e-01  +3.32183e-01  +8.25073e-01  +1.66792e-02
+1.32016e+03  +6.48846e-01  +3.32690e-01  +8.20196e-01  +1.66440e-02
+1.32058e+03  +7.52547e-01  +3.59088e-01  +8.16382e-01  +1.66292e-02
+1.32100e+03  +9.57548e-01  +3.84655e-01  +8.11188e-01  +1.64397e-02
+1.32142e+03  +1.36762e+00  +4.35883e-01  +8.00408e-01  +1.62986e-02
+1.32185e+03  +6.53146e-01  +3.34867e-01  +8.16203e-01  +1.64568e-02
+1.32227e+03  +1.37300e+00  +4.37429e-01  +8.28326e-01  +1.66724e-02
+1.32269e+03  +1.17157e+00  +4.12640e-01  +8.28610e-01  +1.67461e-02
+1.32311e+03  +8.65982e-01  +3.61551e-01  +8.27149e-01  +1.68032e-02
+1.32353e+03  +4.56040e-01  +3.09764e-01  +8.27150e-01  +1.67784e-02
+1.32395e+03  +4.55473e-01  +3.10406e-01  +8.25214e-01  +1.68658e-02
+1.32438e+03  +1.80038e+00  +4.92639e-01  +8.22095e-01  +1.70635e-02
+1.32480e+03  +1.18253e+00  +4.15666e-01  +8.23572e-01  +1.70070e-02
+1.32522e+03  +1.18606e+00  +4.16301e-01  +8.24215e-01  +1.69101e-02
+1.32564e+03  +1.48243e-01  +2.22041e-01  +8.21410e-01  +1.69119e-02
+1.32606e+03  +5.95817e-01  +3.25571e-01  +8.19194e-01  +1.69566e-02
+1.32648e+03  +7.45850e-01  +3.82796e-01  +8.17475e-01  +1.70460e-02
+1.32691e+03  +1.53196e+00  +5.56470e-01  +8.19310e-01  +1.71111e-02
+1.32733e+03  +7.01333e-01  +4.20865e-01  +8.21688e-01  +1.70676e-02
+1.32775e+03  +2.84997e-01  +3.11961e-01  +8.22596e-01  +1.69773e-02
+1.32817e+03  +7.18381e-03  +2.21474e-01  +8.22556e-01  +1.69449e-02
+1.32859e+03  +2.85385e-01  +3.13923e-01  +8.21737e-01  +1.69329e-02
+1.32901e+03  +5.65454e-01  +3.88918e-01  +8.20473e-01  +1.68895e-02
+1.32944e+03  +7.06668e-01  +4.25220e-01  +8.19858e-01  +1.68816e-02
+1.32986e+03  +1.38153e+00  +5.30931e-01  +8.19511e-01  +1.69107e-02
+1.33028e+03  +8.45771e-01  +4.26812e-01  +8.17058e-01  +1.68355e-02
+1.33070e+03  +6.94027e-01  +3.67774e-01  +8.09898e-01  +1.67012e-02
+1.33112e+03  +1.30260e+00  +4.89601e-01  +7.97486e-01  +1.67746e-02
+1.33154e+03  +1.15729e+00  +4.61022e-01  +7.94318e-01  +1.67884e-02
+1.33197e+03  +6.33543e-01  +3.97536e-01  +8.04353e-01  +1.68453e-02
+1.33239e+03  +1.03045e+00  +4.63509e-01  +8.11253e-01  +1.68458e-02
+1.33281e+03  +6.38265e-01  +3.99987e-01  +8.15970e-01  +1.69941e-02
+1.33323e+03  +9.05248e-01  +4.32193e-01  +8.17763e-01  +1.71137e-02
+1.33365e+03  +6.43476e-01  +4.01262e-01  +8.15355e-01  +1.72801e-02
+1.33407e+03  +1.13483e-01  +2.30101e-01  +7.96783e-01  +1.89383e-02
+1.33450e+03  +6.07221e-01  +3.84705e-01  +7.73910e-01  +2.15547e-02
+1.33492e+03  +9.69247e-01  +3.98571e-01  +7.93824e-01  +1.92810e-02
+1.33534e+03  +1.46725e+00  +4.65481e-01  +8.00944e-01  +1.86898e-02
+1.33576e+03  +9.23421e-01  +3.84620e-01  +7.86380e-01  +2.02190e-02
+1.33618e+03  +8.17165e-01  +3.86615e-01  +7.91977e-01  +1.88935e-02
+1.33660e+03  +1.15076e+00  +4.42356e-01  +8.01763e-01  +1.73974e-02
+1.33703e+03  +6.02224e-01  +3.32643e-01  +8.04885e-01  +1.69616e-02
+1.33745e+03  +7.13229e-01  +3.61837e-01  +8.09473e-01  +1.69091e-02
+1.33787e+03  +9.35733e-01  +3.89470e-01  +7.97698e-01  +1.66006e-02
+1.33829e+03  +8.28519e-01  +3.91289e-01  +7.34923e-01  +1.51722e-02
+1.33871e+03  +1.64258e-01  +2.38800e-01  +6.81564e-01  +1.41898e-02
+1.33913e+03  +6.11742e-01  +3.37160e-01  +7.50931e-01  +1.59996e-02
+1.33956e+03  +8.36103e-01  +3.94130e-01  +7.98952e-01  +1.74184e-02
+1.33998e+03  +7.26653e-01  +3.67383e-01  +8.08547e-01  +1.75022e-02
+1.34040e+03  +1.06782e+00  +4.24399e-01  +8.11117e-01  +1.74743e-02
+1.34082e+03  +1.29619e+00  +4.52638e-01  +8.12536e-01  +1.74740e-02
+1.34124e+03  +5.08256e-01  +3.40334e-01  +8.13310e-01  +1.74706e-02
+1.34166e+03  +1.52826e+00  +4.83792e-01  +8.12835e-01  +1.75130e-02
+1.34209e+03  +5.09098e-01  +3.42056e-01  +8.08267e-01  +1.78440e-02
+1.34251e+03  +5.11782e-01  +3.43548e-01  +7.93411e-01  +1.80444e-02
+1.34293e+03  +1.19867e+00  +4.58729e-01  +7.36808e-01  +1.61405e-02
+1.34335e+03  +7.42356e-01  +3.75069e-01  +6.69060e-01  +1.44255e-02
+1.34377e+03  +1.31684e+00  +4.60801e-01  +7.30248e-01  +1.58128e-02
+1.34419e+03  +2.82257e-01  +2.70559e-01  +7.95562e-01  +1.73561e-02
+1.34461e+03  +7.44105e-01  +3.77907e-01  +8.10349e-01  +1.77073e-02
