### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED (full) - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.MOD, Flux.MODerr, Flux.INT, Flux.INTerr 
# 
# 
# wave(A)     Flux.MOD      Flux.MODerr   Flux.INT      Flux.INTerr 
+2.30500e+04  +3.35810e-04  +4.25940e-04  +3.48196e-04  +4.41836e-04
+2.31500e+04  +3.30916e-04  +4.20508e-04  +3.43078e-04  +4.36145e-04
+2.32500e+04  +3.01546e-04  +3.73989e-04  +3.12590e-04  +3.87779e-04
+2.33500e+04  +3.12461e-04  +3.94398e-04  +3.23865e-04  +4.08938e-04
+2.34500e+04  +3.06328e-04  +3.87877e-04  +3.17469e-04  +4.02117e-04
+2.35500e+04  +2.80362e-04  +3.46506e-04  +2.90524e-04  +3.59123e-04
+2.36500e+04  +2.93141e-04  +3.69278e-04  +3.03729e-04  +3.82736e-04
+2.37500e+04  +2.86381e-04  +3.62108e-04  +2.96689e-04  +3.75244e-04
+2.38500e+04  +2.66292e-04  +3.29525e-04  +2.75845e-04  +3.41396e-04
+2.39500e+04  +2.75971e-04  +3.47033e-04  +2.85838e-04  +3.59539e-04
+2.40500e+04  +2.73096e-04  +3.45293e-04  +2.82827e-04  +3.57694e-04
+2.41500e+04  +2.56036e-04  +3.17721e-04  +2.65128e-04  +3.29055e-04
+2.42500e+04  +2.63574e-04  +3.31150e-04  +2.72903e-04  +3.42957e-04
+2.43500e+04  +2.60650e-04  +3.29124e-04  +2.69845e-04  +3.40825e-04
+2.44500e+04  +2.49087e-04  +3.11888e-04  +2.57845e-04  +3.22920e-04
+2.45500e+04  +2.47696e-04  +3.11449e-04  +2.56376e-04  +3.22431e-04
+2.46500e+04  +2.50591e-04  +3.18112e-04  +2.59344e-04  +3.29316e-04
+2.47500e+04  +2.43547e-04  +3.07859e-04  +2.52027e-04  +3.18658e-04
+2.48500e+04  +2.35183e-04  +2.95982e-04  +2.43345e-04  +3.06309e-04
+2.49500e+04  +2.37473e-04  +3.01358e-04  +2.45688e-04  +3.11868e-04
+2.50500e+04  +2.41112e-04  +3.07996e-04  +2.49426e-04  +3.18713e-04
+2.51500e+04  +2.26296e-04  +2.85644e-04  +2.34074e-04  +2.95518e-04
+2.52500e+04  +2.29193e-04  +2.91836e-04  +2.37046e-04  +3.01926e-04
+2.53500e+04  +2.29080e-04  +2.92822e-04  +2.36904e-04  +3.02911e-04
+2.54500e+04  +2.24435e-04  +2.86088e-04  +2.32077e-04  +2.95910e-04
+2.55500e+04  +2.20171e-04  +2.80921e-04  +2.27644e-04  +2.90532e-04
+2.56500e+04  +2.18237e-04  +2.79169e-04  +2.25622e-04  +2.88706e-04
+2.57500e+04  +2.18776e-04  +2.80878e-04  +2.26156e-04  +2.90443e-04
+2.58500e+04  +2.10136e-04  +2.68136e-04  +2.17203e-04  +2.77223e-04
+2.59500e+04  +2.10556e-04  +2.70104e-04  +2.17615e-04  +2.79238e-04
+2.60500e+04  +2.10224e-04  +2.70369e-04  +2.17251e-04  +2.79496e-04
+2.61500e+04  +2.04319e-04  +2.62479e-04  +2.11128e-04  +2.71314e-04
+2.62500e+04  +2.00247e-04  +2.57745e-04  +2.06900e-04  +2.66395e-04
+2.63500e+04  +2.02248e-04  +2.60696e-04  +2.08947e-04  +2.69419e-04
+2.64500e+04  +2.00501e-04  +2.58861e-04  +2.07122e-04  +2.67498e-04
+2.65500e+04  +1.96627e-04  +2.53751e-04  +2.03101e-04  +2.62189e-04
+2.66500e+04  +1.92926e-04  +2.48783e-04  +1.99260e-04  +2.57030e-04
+2.67500e+04  +1.93066e-04  +2.50369e-04  +1.99386e-04  +2.58664e-04
+2.68500e+04  +1.91714e-04  +2.48618e-04  +1.97971e-04  +2.56823e-04
+2.69500e+04  +1.87201e-04  +2.42415e-04  +1.93293e-04  +2.50384e-04
+2.70500e+04  +1.87215e-04  +2.42995e-04  +1.93290e-04  +2.50969e-04
+2.71500e+04  +1.84891e-04  +2.40188e-04  +1.90873e-04  +2.48048e-04
+2.72500e+04  +1.83573e-04  +2.38871e-04  +1.89495e-04  +2.46669e-04
+2.73500e+04  +1.79021e-04  +2.32672e-04  +1.84780e-04  +2.40239e-04
+2.74500e+04  +1.78498e-04  +2.32470e-04  +1.84224e-04  +2.40015e-04
+2.75500e+04  +1.75795e-04  +2.29401e-04  +1.81418e-04  +2.36834e-04
+2.76500e+04  +1.73789e-04  +2.26750e-04  +1.79332e-04  +2.34070e-04
+2.77500e+04  +1.71188e-04  +2.23287e-04  +1.76633e-04  +2.30472e-04
+2.78500e+04  +1.70419e-04  +2.22532e-04  +1.75824e-04  +2.29678e-04
+2.79500e+04  +1.69273e-04  +2.21387e-04  +1.74627e-04  +2.28478e-04
+2.80500e+04  +1.67105e-04  +2.18439e-04  +1.72376e-04  +2.25417e-04
+2.81500e+04  +1.64452e-04  +2.14671e-04  +1.69625e-04  +2.21508e-04
+2.82500e+04  +1.63111e-04  +2.13044e-04  +1.68228e-04  +2.19813e-04
+2.83500e+04  +1.61685e-04  +2.11547e-04  +1.66743e-04  +2.18252e-04
+2.84500e+04  +1.59335e-04  +2.08725e-04  +1.64307e-04  +2.15323e-04
+2.85500e+04  +1.57158e-04  +2.06038e-04  +1.62048e-04  +2.12533e-04
+2.86500e+04  +1.54989e-04  +2.03388e-04  +1.59799e-04  +2.09784e-04
+2.87500e+04  +1.51978e-04  +1.99627e-04  +1.56681e-04  +2.05892e-04
+2.88500e+04  +1.51663e-04  +1.99174e-04  +1.56344e-04  +2.05404e-04
+2.89500e+04  +1.49966e-04  +1.97034e-04  +1.54582e-04  +2.03181e-04
+2.90500e+04  +1.48088e-04  +1.94609e-04  +1.52635e-04  +2.00664e-04
+2.91500e+04  +1.46543e-04  +1.92717e-04  +1.51030e-04  +1.98699e-04
+2.92500e+04  +1.44062e-04  +1.89398e-04  +1.48462e-04  +1.95260e-04
+2.93500e+04  +1.43235e-04  +1.88515e-04  +1.47598e-04  +1.94337e-04
+2.94500e+04  +1.41049e-04  +1.85576e-04  +1.45334e-04  +1.91292e-04
+2.95500e+04  +1.39433e-04  +1.83565e-04  +1.43659e-04  +1.89205e-04
+2.96500e+04  +1.38081e-04  +1.81921e-04  +1.42255e-04  +1.87497e-04
+2.97500e+04  +1.36399e-04  +1.79774e-04  +1.40511e-04  +1.85270e-04
+2.98500e+04  +1.34598e-04  +1.77436e-04  +1.38646e-04  +1.82846e-04
+2.99500e+04  +1.32997e-04  +1.75359e-04  +1.36986e-04  +1.80693e-04
+3.00500e+04  +1.31350e-04  +1.73229e-04  +1.35280e-04  +1.78484e-04
+3.01500e+04  +1.29961e-04  +1.71490e-04  +1.33840e-04  +1.76680e-04
+3.02500e+04  +1.28107e-04  +1.69078e-04  +1.31920e-04  +1.74182e-04
+3.03500e+04  +1.25231e-04  +1.65364e-04  +1.28949e-04  +1.70346e-04
+3.04500e+04  +1.24665e-04  +1.64751e-04  +1.28357e-04  +1.69702e-04
+3.05500e+04  +1.23540e-04  +1.63127e-04  +1.27190e-04  +1.68015e-04
+3.06500e+04  +1.22181e-04  +1.61190e-04  +1.25782e-04  +1.66008e-04
+3.07500e+04  +1.21367e-04  +1.59553e-04  +1.24936e-04  +1.64312e-04
+3.08500e+04  +1.19797e-04  +1.57197e-04  +1.23311e-04  +1.61873e-04
+3.09500e+04  +1.18374e-04  +1.55444e-04  +1.21838e-04  +1.60057e-04
+3.10500e+04  +1.16995e-04  +1.54045e-04  +1.20410e-04  +1.58606e-04
+3.11500e+04  +1.14865e-04  +1.51455e-04  +1.18209e-04  +1.55928e-04
+3.12500e+04  +1.13735e-04  +1.50314e-04  +1.17038e-04  +1.54743e-04
+3.13500e+04  +1.12413e-04  +1.48639e-04  +1.15670e-04  +1.53008e-04
+3.14500e+04  +1.11034e-04  +1.46833e-04  +1.14244e-04  +1.51139e-04
+3.15500e+04  +1.09564e-04  +1.44871e-04  +1.12724e-04  +1.49109e-04
+3.16500e+04  +1.08221e-04  +1.43197e-04  +1.11335e-04  +1.47376e-04
+3.17500e+04  +1.07091e-04  +1.41798e-04  +1.10165e-04  +1.45927e-04
+3.18500e+04  +1.05800e-04  +1.40119e-04  +1.08830e-04  +1.44188e-04
+3.19500e+04  +1.04651e-04  +1.38626e-04  +1.07641e-04  +1.42643e-04
+3.21000e+04  +1.02721e-04  +1.36078e-04  +1.05646e-04  +1.40008e-04
+3.23000e+04  +1.00278e-04  +1.32899e-04  +1.03120e-04  +1.36719e-04
+3.25000e+04  +9.79620e-05  +1.29856e-04  +1.00725e-04  +1.33571e-04
+3.27000e+04  +9.58971e-05  +1.26824e-04  +9.85901e-05  +1.30436e-04
+3.29000e+04  +9.29565e-05  +1.23082e-04  +9.55551e-05  +1.26573e-04
+3.31000e+04  +9.12146e-05  +1.20925e-04  +9.37532e-05  +1.24338e-04
+3.33000e+04  +8.91217e-05  +1.18236e-04  +9.15910e-05  +1.21558e-04
+3.35000e+04  +8.72879e-05  +1.15898e-04  +8.96958e-05  +1.19141e-04
+3.37000e+04  +8.52729e-05  +1.13218e-04  +8.76149e-05  +1.16372e-04
+3.39000e+04  +8.32978e-05  +1.10560e-04  +8.55757e-05  +1.13626e-04
+3.41000e+04  +8.13893e-05  +1.08065e-04  +8.36054e-05  +1.11049e-04
+3.43000e+04  +7.97876e-05  +1.06043e-04  +8.19509e-05  +1.08959e-04
+3.45000e+04  +7.80718e-05  +1.03804e-04  +8.01797e-05  +1.06646e-04
+3.47000e+04  +7.63724e-05  +1.01528e-04  +7.84257e-05  +1.04296e-04
+3.49000e+04  +7.47178e-05  +9.93814e-05  +7.67182e-05  +1.02080e-04
+3.51000e+04  +7.31481e-05  +9.73561e-05  +7.50985e-05  +9.99892e-05
+3.53000e+04  +7.14801e-05  +9.50962e-05  +7.33782e-05  +9.76573e-05
+3.55000e+04  +7.00441e-05  +9.32356e-05  +7.18965e-05  +9.57367e-05
+3.57000e+04  +6.84990e-05  +9.12001e-05  +7.03032e-05  +9.36367e-05
+3.59000e+04  +6.71053e-05  +8.93796e-05  +6.88657e-05  +9.17576e-05
+3.61000e+04  +6.57042e-05  +8.75470e-05  +6.74210e-05  +8.98676e-05
+3.63000e+04  +6.44264e-05  +8.58927e-05  +6.61032e-05  +8.81600e-05
+3.65000e+04  +6.28359e-05  +8.37636e-05  +6.44648e-05  +8.59663e-05
+3.67000e+04  +6.16481e-05  +8.21944e-05  +6.32401e-05  +8.43468e-05
+3.69000e+04  +6.00953e-05  +8.00899e-05  +6.16411e-05  +8.21794e-05
+3.71000e+04  +5.89219e-05  +7.85578e-05  +6.04318e-05  +8.05987e-05
+3.73000e+04  +5.77526e-05  +7.70951e-05  +5.92269e-05  +7.90911e-05
+3.75000e+04  +5.61266e-05  +7.49076e-05  +5.75540e-05  +7.68399e-05
+3.77000e+04  +5.56095e-05  +7.42332e-05  +5.70184e-05  +7.61405e-05
+3.79000e+04  +5.44981e-05  +7.27602e-05  +5.58737e-05  +7.46225e-05
+3.81000e+04  +5.33773e-05  +7.12919e-05  +5.47196e-05  +7.31104e-05
+3.83000e+04  +5.24135e-05  +7.00398e-05  +5.37267e-05  +7.18199e-05
+3.85000e+04  +5.15122e-05  +6.88172e-05  +5.27981e-05  +7.05596e-05
+3.87000e+04  +5.03682e-05  +6.72724e-05  +5.16210e-05  +6.89693e-05
+3.89000e+04  +4.94100e-05  +6.60452e-05  +5.06346e-05  +6.77053e-05
+3.91000e+04  +4.83348e-05  +6.46492e-05  +4.95285e-05  +6.62690e-05
+3.93000e+04  +4.75802e-05  +6.36512e-05  +4.87510e-05  +6.52399e-05
+3.95000e+04  +4.65511e-05  +6.22728e-05  +4.76925e-05  +6.38214e-05
+3.97000e+04  +4.57127e-05  +6.11661e-05  +4.68297e-05  +6.26819e-05
+3.99000e+04  +4.46402e-05  +5.97009e-05  +4.57272e-05  +6.11749e-05
+4.01000e+04  +4.38663e-05  +5.86999e-05  +4.49307e-05  +6.01446e-05
+4.03000e+04  +4.31596e-05  +5.76672e-05  +4.42033e-05  +5.90822e-05
+4.05000e+04  +4.21765e-05  +5.63473e-05  +4.31930e-05  +5.77252e-05
+4.07000e+04  +4.16096e-05  +5.56492e-05  +4.26090e-05  +5.70049e-05
+4.09000e+04  +4.08351e-05  +5.46653e-05  +4.18126e-05  +5.59926e-05
+4.11000e+04  +4.00872e-05  +5.36994e-05  +4.10436e-05  +5.49989e-05
+4.13000e+04  +3.93692e-05  +5.27650e-05  +4.03053e-05  +5.40377e-05
+4.15000e+04  +3.85905e-05  +5.17362e-05  +3.95051e-05  +5.29800e-05
+4.17000e+04  +3.77010e-05  +5.05691e-05  +3.85916e-05  +5.17811e-05
+4.19000e+04  +3.71800e-05  +4.98164e-05  +3.80554e-05  +5.10061e-05
+4.21000e+04  +3.64834e-05  +4.88406e-05  +3.73397e-05  +5.00032e-05
+4.23000e+04  +3.59508e-05  +4.81988e-05  +3.67918e-05  +4.93427e-05
+4.25000e+04  +3.52000e-05  +4.72148e-05  +3.60208e-05  +4.83316e-05
+4.27000e+04  +3.46441e-05  +4.64843e-05  +3.54495e-05  +4.75804e-05
+4.29000e+04  +3.28285e-05  +4.34786e-05  +3.35892e-05  +4.44987e-05
+4.31000e+04  +3.10898e-05  +4.08150e-05  +3.18080e-05  +4.17673e-05
+4.33000e+04  +3.11348e-05  +4.12341e-05  +3.18518e-05  +4.21943e-05
+4.35000e+04  +2.94800e-05  +3.86683e-05  +3.01568e-05  +3.95644e-05
+4.37000e+04  +2.85203e-05  +3.74053e-05  +2.91731e-05  +3.82691e-05
+4.39000e+04  +2.78978e-05  +3.65901e-05  +2.85343e-05  +3.74315e-05
+4.41000e+04  +2.65443e-05  +3.43841e-05  +2.71481e-05  +3.51710e-05
+4.43000e+04  +2.62419e-05  +3.41331e-05  +2.68371e-05  +3.49120e-05
+4.45000e+04  +2.56422e-05  +3.33155e-05  +2.62220e-05  +3.40732e-05
+4.47000e+04  +2.45827e-05  +3.16120e-05  +2.51369e-05  +3.23278e-05
+4.49000e+04  +2.47028e-05  +3.20411e-05  +2.52580e-05  +3.27654e-05
+4.51000e+04  +2.39822e-05  +3.10122e-05  +2.45196e-05  +3.17105e-05
+4.53000e+04  +2.32290e-05  +2.98292e-05  +2.37480e-05  +3.04985e-05
+4.55000e+04  +2.31989e-05  +2.99629e-05  +2.37157e-05  +3.06339e-05
+4.57000e+04  +2.28353e-05  +2.95449e-05  +2.33426e-05  +3.02046e-05
+4.59000e+04  +2.19852e-05  +2.81759e-05  +2.24722e-05  +2.88025e-05
+4.61000e+04  +2.21425e-05  +2.86238e-05  +2.26316e-05  +2.92595e-05
+4.63000e+04  +2.16193e-05  +2.78825e-05  +2.20955e-05  +2.84997e-05
+4.65000e+04  +2.12123e-05  +2.74449e-05  +2.16782e-05  +2.80511e-05
+4.67000e+04  +2.10702e-05  +2.73156e-05  +2.15317e-05  +2.79177e-05
+4.69000e+04  +2.07617e-05  +2.69038e-05  +2.12152e-05  +2.74946e-05
+4.71000e+04  +2.03435e-05  +2.63127e-05  +2.07866e-05  +2.68888e-05
+4.73000e+04  +2.04767e-05  +2.65400e-05  +2.09214e-05  +2.71202e-05
+4.75000e+04  +2.01000e-05  +2.58975e-05  +2.05354e-05  +2.64619e-05
+4.77000e+04  +1.97882e-05  +2.55525e-05  +2.02157e-05  +2.61079e-05
+4.79000e+04  +1.94702e-05  +2.52600e-05  +1.98897e-05  +2.58077e-05
+4.81000e+04  +1.89467e-05  +2.45801e-05  +1.93538e-05  +2.51114e-05
+4.83000e+04  +1.90263e-05  +2.48711e-05  +1.94340e-05  +2.54078e-05
+4.85000e+04  +1.86369e-05  +2.43363e-05  +1.90352e-05  +2.48599e-05
+4.87000e+04  +1.82493e-05  +2.37882e-05  +1.86383e-05  +2.42986e-05
+4.89000e+04  +1.80347e-05  +2.35542e-05  +1.84181e-05  +2.40583e-05
+4.91000e+04  +1.77648e-05  +2.31916e-05  +1.81415e-05  +2.36867e-05
+4.93000e+04  +1.75052e-05  +2.28616e-05  +1.78754e-05  +2.33484e-05
+4.95000e+04  +1.71827e-05  +2.24417e-05  +1.75452e-05  +2.29182e-05
+4.97000e+04  +1.71044e-05  +2.23895e-05  +1.74643e-05  +2.28641e-05
+4.99000e+04  +1.68243e-05  +2.20236e-05  +1.71774e-05  +2.24891e-05
+5.01000e+04  +1.66501e-05  +2.18137e-05  +1.69986e-05  +2.22738e-05
+5.03000e+04  +1.64512e-05  +2.15182e-05  +1.67947e-05  +2.19709e-05
+5.05000e+04  +1.61075e-05  +2.09666e-05  +1.64430e-05  +2.14065e-05
+5.07000e+04  +1.60095e-05  +2.08275e-05  +1.63421e-05  +2.12636e-05
+5.09000e+04  +1.58305e-05  +2.05811e-05  +1.61586e-05  +2.10109e-05
+5.11000e+04  +1.55677e-05  +2.01659e-05  +1.58895e-05  +2.05860e-05
+5.13000e+04  +1.53617e-05  +1.99135e-05  +1.56784e-05  +2.03276e-05
+5.15000e+04  +1.52212e-05  +1.96570e-05  +1.55343e-05  +2.00646e-05
+5.17000e+04  +1.52223e-05  +1.96953e-05  +1.55347e-05  +2.01030e-05
+5.19000e+04  +1.49631e-05  +1.92679e-05  +1.52694e-05  +1.96658e-05
+5.21000e+04  +1.48163e-05  +1.90416e-05  +1.51189e-05  +1.94339e-05
+5.23000e+04  +1.46023e-05  +1.87231e-05  +1.48997e-05  +1.91078e-05
+5.25000e+04  +1.45121e-05  +1.86119e-05  +1.48071e-05  +1.89936e-05
+5.27000e+04  +1.45116e-05  +1.86373e-05  +1.48059e-05  +1.90189e-05
+5.29000e+04  +1.41572e-05  +1.80614e-05  +1.44436e-05  +1.84302e-05
+5.31000e+04  +1.39696e-05  +1.77932e-05  +1.42516e-05  +1.81556e-05
+5.33000e+04  +1.39118e-05  +1.77139e-05  +1.41919e-05  +1.80741e-05
+5.35000e+04  +1.37521e-05  +1.74819e-05  +1.40284e-05  +1.78365e-05
+5.37000e+04  +1.36246e-05  +1.72984e-05  +1.38976e-05  +1.76486e-05
+5.39000e+04  +1.34982e-05  +1.71156e-05  +1.37681e-05  +1.74613e-05
+5.41000e+04  +1.33656e-05  +1.69128e-05  +1.36323e-05  +1.72538e-05
+5.43000e+04  +1.31494e-05  +1.65712e-05  +1.34112e-05  +1.69044e-05
+5.45000e+04  +1.31270e-05  +1.65579e-05  +1.33877e-05  +1.68903e-05
+5.47000e+04  +1.28975e-05  +1.62191e-05  +1.31531e-05  +1.65438e-05
+5.49000e+04  +1.28225e-05  +1.60987e-05  +1.30760e-05  +1.64205e-05
+5.51000e+04  +1.26576e-05  +1.58183e-05  +1.29073e-05  +1.61337e-05
+5.53000e+04  +1.27691e-05  +1.59942e-05  +1.30204e-05  +1.63128e-05
+5.55000e+04  +1.24403e-05  +1.54519e-05  +1.26846e-05  +1.57588e-05
+5.57000e+04  +1.24411e-05  +1.54989e-05  +1.26849e-05  +1.58063e-05
+5.59000e+04  +1.22343e-05  +1.51943e-05  +1.24735e-05  +1.54950e-05
+5.61000e+04  +1.21783e-05  +1.51437e-05  +1.24159e-05  +1.54428e-05
+5.63000e+04  +1.19393e-05  +1.47959e-05  +1.21717e-05  +1.50874e-05
+5.65000e+04  +1.19111e-05  +1.47818e-05  +1.21425e-05  +1.50726e-05
+5.67000e+04  +1.17767e-05  +1.45839e-05  +1.20050e-05  +1.48702e-05
+5.69000e+04  +1.15778e-05  +1.42756e-05  +1.18018e-05  +1.45552e-05
+5.71000e+04  +1.15641e-05  +1.42768e-05  +1.17874e-05  +1.45559e-05
+5.73000e+04  +1.14483e-05  +1.41040e-05  +1.16688e-05  +1.43792e-05
+5.75000e+04  +1.13318e-05  +1.39287e-05  +1.15496e-05  +1.41999e-05
+5.77000e+04  +1.12090e-05  +1.37363e-05  +1.14241e-05  +1.40033e-05
+5.79000e+04  +1.11518e-05  +1.36706e-05  +1.13653e-05  +1.39358e-05
+5.81000e+04  +1.10040e-05  +1.34467e-05  +1.12143e-05  +1.37070e-05
+5.83000e+04  +1.09049e-05  +1.33058e-05  +1.11128e-05  +1.35629e-05
+5.85000e+04  +1.08015e-05  +1.31595e-05  +1.10070e-05  +1.34133e-05
+5.87000e+04  +1.06519e-05  +1.29302e-05  +1.08542e-05  +1.31791e-05
+5.89000e+04  +1.05641e-05  +1.28056e-05  +1.07642e-05  +1.30516e-05
+5.91000e+04  +1.04079e-05  +1.26057e-05  +1.06047e-05  +1.28475e-05
+5.93000e+04  +1.03902e-05  +1.25478e-05  +1.05863e-05  +1.27880e-05
+5.95000e+04  +1.02629e-05  +1.23587e-05  +1.04562e-05  +1.25948e-05
+5.97000e+04  +1.02018e-05  +1.22806e-05  +1.03936e-05  +1.25148e-05
+5.99000e+04  +1.00982e-05  +1.21359e-05  +1.02877e-05  +1.23669e-05
+6.01000e+04  +1.00009e-05  +1.19990e-05  +1.01881e-05  +1.22269e-05
+6.03000e+04  +9.90110e-06  +1.18531e-05  +1.00861e-05  +1.20778e-05
+6.05000e+04  +9.77244e-06  +1.16590e-05  +9.95472e-06  +1.18796e-05
+6.07000e+04  +9.68853e-06  +1.15390e-05  +9.86889e-06  +1.17570e-05
+6.09000e+04  +9.58953e-06  +1.13970e-05  +9.76770e-06  +1.16119e-05
+6.11000e+04  +9.48706e-06  +1.12448e-05  +9.66299e-06  +1.14564e-05
+6.13000e+04  +9.41640e-06  +1.11465e-05  +9.59068e-06  +1.13559e-05
+6.15000e+04  +9.33870e-06  +1.10355e-05  +9.51122e-06  +1.12425e-05
+6.17000e+04  +9.27573e-06  +1.09490e-05  +9.44676e-06  +1.11541e-05
+6.19000e+04  +9.17654e-06  +1.08067e-05  +9.34542e-06  +1.10086e-05
+6.21000e+04  +9.10509e-06  +1.07050e-05  +9.27234e-06  +1.09047e-05
+6.23000e+04  +8.99619e-06  +1.05448e-05  +9.16114e-06  +1.07411e-05
+6.25000e+04  +8.89118e-06  +1.03883e-05  +9.05390e-06  +1.05814e-05
+6.27000e+04  +8.81179e-06  +1.02757e-05  +8.97276e-06  +1.04664e-05
+6.29000e+04  +8.73417e-06  +1.01646e-05  +8.89343e-06  +1.03529e-05
+6.31000e+04  +8.65088e-06  +1.00457e-05  +8.80834e-06  +1.02314e-05
+6.33000e+04  +8.59287e-06  +9.96839e-06  +8.74898e-06  +1.01524e-05
+6.35000e+04  +8.49863e-06  +9.82978e-06  +8.65275e-06  +1.00109e-05
+6.37000e+04  +8.44645e-06  +9.76261e-06  +8.59934e-06  +9.94223e-06
+6.39000e+04  +8.33247e-06  +9.59208e-06  +8.48304e-06  +9.76822e-06
+6.42000e+04  +8.23477e-06  +9.45682e-06  +8.38317e-06  +9.63005e-06
+6.46000e+04  +8.07532e-06  +9.22769e-06  +8.22033e-06  +9.39614e-06
+6.50000e+04  +7.93308e-06  +9.02523e-06  +8.07504e-06  +9.18944e-06
+6.54000e+04  +7.78522e-06  +8.81440e-06  +7.92404e-06  +8.97424e-06
+6.58000e+04  +7.65155e-06  +8.63073e-06  +7.78752e-06  +8.78673e-06
+6.62000e+04  +7.50603e-06  +8.42510e-06  +7.63896e-06  +8.57687e-06
+6.66000e+04  +7.37350e-06  +8.23820e-06  +7.50364e-06  +8.38613e-06
+6.70000e+04  +7.24551e-06  +8.06147e-06  +7.37296e-06  +8.20576e-06
+6.74000e+04  +7.11027e-06  +7.87121e-06  +7.23493e-06  +8.01164e-06
+6.78000e+04  +6.98567e-06  +7.69758e-06  +7.10774e-06  +7.83448e-06
+6.82000e+04  +6.86061e-06  +7.52488e-06  +6.98010e-06  +7.65828e-06
+6.86000e+04  +6.74436e-06  +7.36516e-06  +6.86145e-06  +7.49534e-06
+6.90000e+04  +6.65223e-06  +7.19150e-06  +6.76734e-06  +7.31823e-06
+6.94000e+04  +6.56114e-06  +7.03224e-06  +6.67432e-06  +7.15579e-06
+6.98000e+04  +6.42735e-06  +6.88047e-06  +6.53787e-06  +7.00097e-06
+7.02000e+04  +6.28887e-06  +6.72907e-06  +6.39667e-06  +6.84656e-06
+7.06000e+04  +6.17848e-06  +6.58832e-06  +6.28405e-06  +6.70301e-06
+7.10000e+04  +6.07101e-06  +6.44352e-06  +6.17444e-06  +6.55536e-06
+7.14000e+04  +5.96920e-06  +6.30633e-06  +6.07057e-06  +6.41546e-06
+7.18000e+04  +5.87031e-06  +6.16739e-06  +5.96970e-06  +6.27381e-06
+7.22000e+04  +5.77211e-06  +6.03634e-06  +5.86955e-06  +6.14020e-06
+7.26000e+04  +5.67120e-06  +5.90577e-06  +5.76665e-06  +6.00709e-06
+7.30000e+04  +5.57559e-06  +5.78109e-06  +5.66916e-06  +5.87999e-06
+7.34000e+04  +5.48160e-06  +5.65684e-06  +5.57332e-06  +5.75334e-06
+7.38000e+04  +5.39228e-06  +5.53942e-06  +5.48224e-06  +5.63366e-06
+7.42000e+04  +5.31059e-06  +5.41678e-06  +5.39893e-06  +5.50868e-06
+7.46000e+04  +5.21404e-06  +5.28273e-06  +5.30053e-06  +5.37213e-06
+7.50000e+04  +5.12042e-06  +5.17590e-06  +5.20511e-06  +5.26324e-06
+7.54000e+04  +5.04561e-06  +5.08485e-06  +5.12884e-06  +5.17040e-06
+7.58000e+04  +4.96463e-06  +4.98436e-06  +5.04629e-06  +5.06799e-06
+7.62000e+04  +4.88435e-06  +4.88227e-06  +4.96447e-06  +4.96397e-06
+7.66000e+04  +4.80539e-06  +4.78166e-06  +4.88399e-06  +4.86147e-06
+7.70000e+04  +4.72786e-06  +4.68341e-06  +4.80498e-06  +4.76138e-06
+7.74000e+04  +4.65260e-06  +4.58876e-06  +4.72829e-06  +4.66495e-06
+7.78000e+04  +4.57927e-06  +4.49710e-06  +4.65356e-06  +4.57158e-06
+7.82000e+04  +4.50590e-06  +4.40575e-06  +4.57881e-06  +4.47853e-06
+7.86000e+04  +4.43522e-06  +4.31794e-06  +4.50679e-06  +4.38908e-06
+7.90000e+04  +4.36556e-06  +4.23205e-06  +4.43583e-06  +4.30160e-06
+7.94000e+04  +4.29671e-06  +4.14781e-06  +4.36569e-06  +4.21581e-06
+7.98000e+04  +4.23020e-06  +4.06627e-06  +4.29794e-06  +4.13277e-06
+8.02000e+04  +4.16415e-06  +3.98446e-06  +4.23066e-06  +4.04946e-06
+8.06000e+04  +4.09921e-06  +3.90634e-06  +4.16451e-06  +3.96991e-06
+8.10000e+04  +4.03595e-06  +3.83194e-06  +4.10008e-06  +3.89415e-06
+8.14000e+04  +3.97220e-06  +3.75626e-06  +4.03516e-06  +3.81708e-06
+8.18000e+04  +3.91197e-06  +3.68559e-06  +3.97382e-06  +3.74513e-06
+8.22000e+04  +3.85338e-06  +3.61518e-06  +3.91416e-06  +3.67344e-06
+8.26000e+04  +3.79353e-06  +3.54622e-06  +3.85322e-06  +3.60325e-06
+8.30000e+04  +3.73432e-06  +3.47841e-06  +3.79293e-06  +3.53421e-06
+8.34000e+04  +3.67640e-06  +3.41144e-06  +3.73396e-06  +3.46604e-06
+8.38000e+04  +3.62033e-06  +3.34708e-06  +3.67688e-06  +3.40053e-06
+8.42000e+04  +3.56610e-06  +3.28588e-06  +3.62166e-06  +3.33823e-06
+8.46000e+04  +3.51108e-06  +3.22374e-06  +3.56566e-06  +3.27498e-06
