### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.84641e+03  +5.58679e-01  +1.74044e-01  +5.30625e-01  +6.16156e-03
+1.84697e+03  +3.34974e-01  +1.74059e-01  +5.32156e-01  +6.06245e-03
+1.84752e+03  +4.39010e-01  +1.65499e-01  +5.34376e-01  +5.97704e-03
+1.84808e+03  +6.46129e-01  +1.36630e-01  +5.36053e-01  +6.01294e-03
+1.84863e+03  +4.99488e-01  +1.14769e-01  +5.35089e-01  +5.97091e-03
+1.84919e+03  +6.13523e-01  +1.10832e-01  +5.31257e-01  +6.15356e-03
+1.84974e+03  +3.97707e-01  +1.11436e-01  +5.26553e-01  +7.08426e-03
+1.85029e+03  +2.12028e-01  +1.10360e-01  +5.24068e-01  +7.69515e-03
+1.85085e+03  +3.88873e-01  +1.11364e-01  +5.24709e-01  +7.22651e-03
+1.85140e+03  +4.54638e-01  +1.10213e-01  +5.26841e-01  +6.38768e-03
+1.85196e+03  +4.74045e-01  +1.10464e-01  +5.28501e-01  +5.99160e-03
+1.85251e+03  +3.28473e-01  +1.14838e-01  +5.29565e-01  +5.94050e-03
+1.85307e+03  +6.11863e-01  +1.24018e-01  +5.30264e-01  +6.01144e-03
+1.85362e+03  +3.67802e-01  +1.26319e-01  +5.29290e-01  +6.03572e-03
+1.85417e+03  +3.72904e-01  +1.28452e-01  +5.26730e-01  +6.10427e-03
+1.85473e+03  +5.32323e-01  +1.37883e-01  +5.25163e-01  +6.27059e-03
+1.85528e+03  +5.13531e-01  +1.44910e-01  +5.26839e-01  +6.11997e-03
+1.85584e+03  +5.72653e-01  +1.43942e-01  +5.31300e-01  +6.15679e-03
+1.85639e+03  +4.41665e-01  +1.43085e-01  +5.35648e-01  +7.01619e-03
+1.85695e+03  +5.04343e-01  +1.40193e-01  +5.37410e-01  +7.67805e-03
+1.85750e+03  +4.37328e-01  +1.26435e-01  +5.36573e-01  +7.59194e-03
+1.85806e+03  +6.20793e-01  +1.14227e-01  +5.34779e-01  +7.21403e-03
+1.85861e+03  +5.92979e-01  +1.10197e-01  +5.32686e-01  +6.78222e-03
+1.85916e+03  +3.99361e-01  +1.09481e-01  +5.30388e-01  +6.44620e-03
+1.85972e+03  +4.56878e-01  +1.10284e-01  +5.28854e-01  +6.38617e-03
+1.86027e+03  +6.10071e-01  +1.11295e-01  +5.29298e-01  +6.48502e-03
+1.86083e+03  +4.73642e-01  +1.12907e-01  +5.31327e-01  +6.83501e-03
+1.86138e+03  +4.93951e-01  +1.13799e-01  +5.33101e-01  +7.32383e-03
+1.86194e+03  +2.87120e-01  +1.14287e-01  +5.33926e-01  +7.63510e-03
+1.86249e+03  +4.15115e-01  +1.13645e-01  +5.33886e-01  +7.70276e-03
+1.86304e+03  +4.65763e-01  +1.13806e-01  +5.33042e-01  +7.55865e-03
+1.86360e+03  +4.60966e-01  +1.18107e-01  +5.31123e-01  +7.17099e-03
+1.86415e+03  +4.73425e-01  +1.20037e-01  +5.27459e-01  +6.44633e-03
+1.86471e+03  +4.44756e-01  +1.21910e-01  +5.22464e-01  +5.91547e-03
+1.86526e+03  +5.25427e-01  +1.26179e-01  +5.18776e-01  +6.25543e-03
+1.86582e+03  +5.25431e-01  +1.29412e-01  +5.18000e-01  +6.57966e-03
+1.86637e+03  +4.01462e-01  +1.27417e-01  +5.20022e-01  +6.34331e-03
+1.86693e+03  +5.95418e-01  +1.26309e-01  +5.23841e-01  +6.13005e-03
+1.86748e+03  +5.25753e-01  +1.25324e-01  +5.28106e-01  +6.67080e-03
+1.86803e+03  +3.73631e-01  +1.20720e-01  +5.30896e-01  +7.46911e-03
+1.86859e+03  +3.42672e-01  +1.18599e-01  +5.30798e-01  +7.54183e-03
+1.86914e+03  +4.84582e-01  +1.23199e-01  +5.28179e-01  +6.95170e-03
+1.86970e+03  +4.81643e-01  +1.31981e-01  +5.24029e-01  +6.31357e-03
+1.87025e+03  +4.20931e-01  +1.44239e-01  +5.20050e-01  +6.03431e-03
+1.87081e+03  +4.70825e-01  +1.57796e-01  +5.17837e-01  +6.00255e-03
+1.87136e+03  +2.57441e-03  +1.73359e-01  +5.18484e-01  +6.06795e-03
+1.87191e+03  +2.47849e-01  +1.86988e-01  +5.21265e-01  +6.31772e-03
+1.87247e+03  +3.75893e-01  +1.99329e-01  +5.23006e-01  +6.72532e-03
+1.87302e+03  +1.28246e-01  +2.07696e-01  +5.21736e-01  +6.82963e-03
+1.87358e+03  +6.91211e-01  +2.11471e-01  +5.18742e-01  +6.59051e-03
+1.87413e+03  +2.52264e-01  +2.09871e-01  +5.16885e-01  +6.38231e-03
+1.87469e+03  +2.17279e-01  +2.02506e-01  +5.17264e-01  +6.33592e-03
+1.87524e+03  +1.55337e-01  +1.90827e-01  +5.18306e-01  +6.41603e-03
+1.87580e+03  +4.68992e-01  +1.73661e-01  +5.18746e-01  +6.63462e-03
+1.87635e+03  +5.69495e-01  +1.62232e-01  +5.19831e-01  +7.09239e-03
+1.87690e+03  +3.41850e-01  +1.62104e-01  +5.22433e-01  +7.74219e-03
+1.87746e+03  +3.40574e-01  +1.69806e-01  +5.25140e-01  +8.31714e-03
+1.87801e+03  +6.03570e-01  +1.84437e-01  +5.26511e-01  +8.56881e-03
+1.87857e+03  +1.97944e-01  +1.98149e-01  +5.26308e-01  +8.44535e-03
+1.87912e+03  +4.27437e-01  +2.08397e-01  +5.24565e-01  +7.91428e-03
+1.87968e+03  -3.14174e-02  +2.10822e-01  +5.20675e-01  +6.91819e-03
+1.88023e+03  +1.32788e-01  +2.12251e-01  +5.14049e-01  +6.14280e-03
+1.88078e+03  +4.02791e-01  +2.08361e-01  +5.06827e-01  +6.79578e-03
+1.88134e+03  +3.99014e-01  +2.06016e-01  +5.02300e-01  +7.62323e-03
+1.88189e+03  +4.98239e-01  +1.97688e-01  +5.02021e-01  +7.44377e-03
+1.88245e+03  +4.78075e-01  +1.93004e-01  +5.04736e-01  +6.64867e-03
+1.88300e+03  +6.24677e-01  +1.82890e-01  +5.07702e-01  +6.05770e-03
+1.88356e+03  +4.79525e-01  +1.75634e-01  +5.07547e-01  +5.93626e-03
+1.88411e+03  +7.66311e-01  +1.66482e-01  +5.02536e-01  +6.27206e-03
+1.88467e+03  +6.94586e-01  +1.58752e-01  +4.96342e-01  +7.02892e-03
+1.88522e+03  +2.61520e-01  +1.50116e-01  +4.94131e-01  +7.36770e-03
+1.88577e+03  +5.06475e-01  +1.45004e-01  +4.95785e-01  +7.43719e-03
+1.88633e+03  +4.28389e-01  +1.38339e-01  +4.97755e-01  +7.73824e-03
+1.88688e+03  +3.95959e-01  +1.34085e-01  +4.98875e-01  +7.80272e-03
+1.88744e+03  +4.13384e-01  +1.30955e-01  +5.01002e-01  +7.09088e-03
+1.88799e+03  +4.57735e-01  +1.30419e-01  +5.04625e-01  +6.30042e-03
+1.88855e+03  +7.07252e-01  +1.29324e-01  +5.06947e-01  +6.23966e-03
+1.88910e+03  +5.93017e-01  +1.28426e-01  +5.06636e-01  +6.26164e-03
+1.88965e+03  +6.03803e-01  +1.29335e-01  +5.05100e-01  +6.16912e-03
+1.89021e+03  +4.34162e-01  +1.27749e-01  +5.03115e-01  +6.14775e-03
+1.89076e+03  +5.98362e-01  +1.25590e-01  +5.00265e-01  +6.65466e-03
+1.89132e+03  +5.12066e-01  +1.23546e-01  +4.97207e-01  +7.71395e-03
+1.89187e+03  +4.63609e-01  +1.21109e-01  +4.95531e-01  +8.44178e-03
+1.89243e+03  +5.06931e-01  +1.17958e-01  +4.95898e-01  +8.32519e-03
+1.89298e+03  +6.07804e-01  +1.17793e-01  +4.97438e-01  +7.77464e-03
+1.89354e+03  +6.01598e-01  +1.18184e-01  +4.98680e-01  +7.37456e-03
+1.89409e+03  +4.49273e-01  +1.19081e-01  +4.98820e-01  +7.32464e-03
+1.89464e+03  +3.30730e-01  +1.19206e-01  +4.97919e-01  +7.65144e-03
+1.89520e+03  +4.10476e-01  +1.18958e-01  +4.96424e-01  +8.32469e-03
+1.89575e+03  +5.16515e-01  +1.19242e-01  +4.94940e-01  +9.02156e-03
+1.89631e+03  +6.07962e-01  +1.19729e-01  +4.94346e-01  +9.43030e-03
+1.89686e+03  +3.03726e-01  +1.20401e-01  +4.95960e-01  +9.06800e-03
+1.89742e+03  +4.70293e-01  +1.21815e-01  +4.98370e-01  +8.12162e-03
+1.89797e+03  +4.25368e-01  +1.22105e-01  +4.97332e-01  +7.41104e-03
+1.89852e+03  +4.63349e-01  +1.22517e-01  +4.92181e-01  +7.13617e-03
+1.89908e+03  +2.77285e-01  +1.21998e-01  +4.88732e-01  +7.08911e-03
+1.89963e+03  +3.84574e-01  +1.22539e-01  +4.92435e-01  +6.73637e-03
+1.90019e+03  +4.51979e-01  +1.32120e-01  +5.00980e-01  +6.78225e-03
+1.90074e+03  +3.52723e-01  +1.68036e-01  +5.07772e-01  +7.41579e-03
+1.90130e+03  +6.65331e-01  +2.11447e-01  +5.10022e-01  +7.70519e-03
+1.90185e+03  +7.27163e-01  +2.37956e-01  +5.08747e-01  +7.45227e-03
+1.90241e+03  +6.74907e-01  +2.74076e-01  +5.04987e-01  +6.90975e-03
+1.90296e+03  +5.73638e-01  +2.97226e-01  +5.00358e-01  +6.80790e-03
+1.90351e+03  +5.33254e-01  +2.80985e-01  +4.97732e-01  +7.24062e-03
+1.90407e+03  -2.62202e-01  +2.66253e-01  +4.98847e-01  +7.28678e-03
+1.90462e+03  +4.81388e-01  +2.79699e-01  +5.02212e-01  +7.05289e-03
+1.90518e+03  +6.45353e-01  +2.72992e-01  +5.05020e-01  +7.08275e-03
+1.90573e+03  +4.49605e-01  +2.59741e-01  +5.05406e-01  +7.09426e-03
+1.90629e+03  +9.41294e-01  +2.54401e-01  +5.03543e-01  +6.86205e-03
+1.90684e+03  +8.28723e-01  +2.35153e-01  +5.00658e-01  +6.67614e-03
+1.90739e+03  +8.91771e-01  +1.94600e-01  +4.98472e-01  +6.64378e-03
+1.90795e+03  +6.51366e-01  +1.76308e-01  +4.98361e-01  +6.55196e-03
+1.90850e+03  +5.47519e-01  +1.74164e-01  +4.99936e-01  +6.56477e-03
+1.90906e+03  +6.95511e-01  +1.72889e-01  +5.01594e-01  +6.80265e-03
+1.90961e+03  +8.60045e-01  +1.69197e-01  +5.02143e-01  +6.94921e-03
+1.91017e+03  +7.37500e-01  +1.47054e-01  +5.01394e-01  +6.83978e-03
+1.91072e+03  +5.62238e-01  +1.28520e-01  +4.99780e-01  +6.68410e-03
+1.91128e+03  +4.69089e-01  +1.25382e-01  +4.98295e-01  +6.74989e-03
+1.91183e+03  +5.14167e-01  +1.28170e-01  +4.97896e-01  +6.92270e-03
+1.91238e+03  +5.68126e-01  +1.30101e-01  +4.97594e-01  +7.04678e-03
+1.91294e+03  +5.86069e-01  +1.29819e-01  +4.94816e-01  +7.20227e-03
+1.91349e+03  +4.57977e-01  +1.30774e-01  +4.89497e-01  +7.98092e-03
+1.91405e+03  +3.80857e-01  +1.29138e-01  +4.84845e-01  +9.19522e-03
+1.91460e+03  +4.24034e-01  +1.41360e-01  +4.83716e-01  +9.55511e-03
+1.91516e+03  -2.38844e-01  +2.28493e-01  +4.85440e-01  +8.83558e-03
+1.91571e+03  +7.94293e-01  +3.09504e-01  +4.87174e-01  +8.11633e-03
+1.91626e+03  +6.33674e-01  +3.37887e-01  +4.87425e-01  +8.04880e-03
+1.91682e+03  +2.00988e-01  +3.45874e-01  +4.86499e-01  +8.35391e-03
+1.91737e+03  +4.18219e-01  +3.55534e-01  +4.85529e-01  +8.52056e-03
+1.91793e+03  -8.31749e-02  +3.10204e-01  +4.84654e-01  +8.46990e-03
+1.91848e+03  +8.22836e-01  +2.52735e-01  +4.83735e-01  +8.26453e-03
+1.91904e+03  +3.12237e-01  +2.31427e-01  +4.83396e-01  +7.78804e-03
+1.91959e+03  +4.02382e-01  +2.12549e-01  +4.84164e-01  +7.05489e-03
