### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.51157e+03  +6.89176e-01  +1.00096e-01  +8.03942e-01  +1.17929e-02
+1.51213e+03  +7.38702e-01  +1.03190e-01  +7.99916e-01  +1.29106e-02
+1.51268e+03  +9.61375e-01  +1.05252e-01  +7.96956e-01  +1.28537e-02
+1.51324e+03  +8.07151e-01  +1.06376e-01  +8.00698e-01  +1.10865e-02
+1.51379e+03  +8.07307e-01  +1.11311e-01  +8.13629e-01  +7.14868e-03
+1.51434e+03  +1.04640e+00  +1.16032e-01  +8.25911e-01  +5.28363e-03
+1.51490e+03  +1.07034e+00  +1.13330e-01  +8.26120e-01  +5.19810e-03
+1.51545e+03  +9.27616e-01  +1.12426e-01  +8.17953e-01  +5.91474e-03
+1.51601e+03  +7.92001e-01  +1.10526e-01  +8.08894e-01  +6.62825e-03
+1.51656e+03  +8.50512e-01  +1.02406e-01  +8.05891e-01  +5.96007e-03
+1.51712e+03  +8.00191e-01  +9.74893e-02  +8.11836e-01  +4.85009e-03
+1.51767e+03  +8.12082e-01  +9.72325e-02  +8.19027e-01  +4.68006e-03
+1.51822e+03  +7.51689e-01  +9.76270e-02  +8.17287e-01  +4.94090e-03
+1.51878e+03  +7.73228e-01  +9.78370e-02  +8.10932e-01  +5.45014e-03
+1.51933e+03  +7.98456e-01  +9.96769e-02  +8.10704e-01  +6.25388e-03
+1.51989e+03  +7.98877e-01  +1.01439e-01  +8.11781e-01  +6.34933e-03
+1.52044e+03  +8.80482e-01  +1.01618e-01  +8.08439e-01  +5.96982e-03
+1.52100e+03  +8.40566e-01  +1.04626e-01  +8.10942e-01  +5.89823e-03
+1.52155e+03  +7.44716e-01  +1.06310e-01  +8.21470e-01  +6.37541e-03
+1.52211e+03  +1.01699e+00  +1.05033e-01  +8.28769e-01  +7.03559e-03
+1.52266e+03  +8.23660e-01  +1.03411e-01  +8.29052e-01  +6.70888e-03
+1.52321e+03  +7.97737e-01  +1.02668e-01  +8.23816e-01  +5.45091e-03
+1.52377e+03  +8.68124e-01  +9.78632e-02  +8.14424e-01  +4.95812e-03
+1.52432e+03  +6.72479e-01  +9.58426e-02  +7.98773e-01  +8.30682e-03
+1.52488e+03  +4.70715e-01  +9.59464e-02  +7.82494e-01  +1.31031e-02
+1.52543e+03  +4.87991e-01  +9.62209e-02  +7.76284e-01  +1.47621e-02
+1.52599e+03  +5.68315e-01  +9.63037e-02  +7.82970e-01  +1.25039e-02
+1.52654e+03  +5.64535e-01  +9.67169e-02  +7.89888e-01  +9.95947e-03
+1.52709e+03  +8.82892e-01  +9.74473e-02  +7.86603e-01  +9.76986e-03
+1.52765e+03  +7.50951e-01  +9.82000e-02  +7.82266e-01  +9.61088e-03
+1.52820e+03  +5.41250e-01  +9.91533e-02  +7.87058e-01  +7.47073e-03
+1.52876e+03  +8.08369e-01  +1.01854e-01  +7.96045e-01  +5.33209e-03
+1.52931e+03  +7.64339e-01  +1.05538e-01  +7.95374e-01  +5.18850e-03
+1.52987e+03  +7.26406e-01  +1.06775e-01  +7.81496e-01  +7.13431e-03
+1.53042e+03  +6.80478e-01  +1.06921e-01  +7.70846e-01  +1.05021e-02
+1.53098e+03  +8.93180e-01  +1.06395e-01  +7.67363e-01  +1.42710e-02
+1.53153e+03  +9.12084e-01  +1.03059e-01  +7.60238e-01  +1.69010e-02
+1.53208e+03  +5.93822e-01  +1.00560e-01  +7.46164e-01  +1.70650e-02
+1.53264e+03  +6.99324e-01  +9.95765e-02  +7.31731e-01  +1.59567e-02
+1.53319e+03  +7.22963e-01  +9.94259e-02  +7.32507e-01  +1.42825e-02
+1.53375e+03  +8.44541e-01  +1.00449e-01  +7.50494e-01  +1.46785e-02
+1.53430e+03  +1.12410e+00  +1.01016e-01  +7.64195e-01  +1.83709e-02
+1.53486e+03  +9.06560e-01  +1.00688e-01  +7.63799e-01  +2.16886e-02
+1.53541e+03  +8.41724e-01  +1.00278e-01  +7.56367e-01  +2.34070e-02
+1.53596e+03  +8.36983e-01  +1.00392e-01  +7.49110e-01  +2.42814e-02
+1.53652e+03  +8.57248e-01  +9.96835e-02  +7.39730e-01  +2.46900e-02
+1.53707e+03  +6.29506e-01  +9.99638e-02  +7.28744e-01  +2.48788e-02
+1.53763e+03  +6.41299e-01  +9.99457e-02  +7.21826e-01  +2.49737e-02
+1.53818e+03  +6.56635e-01  +1.00801e-01  +7.18633e-01  +2.48049e-02
+1.53874e+03  +7.82537e-01  +1.00900e-01  +7.14829e-01  +2.44832e-02
+1.53929e+03  +7.22351e-01  +9.95961e-02  +7.10812e-01  +2.41207e-02
+1.53985e+03  +7.35778e-01  +9.89136e-02  +7.06511e-01  +2.37377e-02
+1.54040e+03  +6.37385e-01  +9.72063e-02  +7.03665e-01  +2.31225e-02
+1.54095e+03  +7.60012e-01  +9.58643e-02  +7.02353e-01  +2.23304e-02
+1.54151e+03  +7.61172e-01  +9.54345e-02  +6.95629e-01  +2.25057e-02
+1.54206e+03  +7.60308e-01  +9.57193e-02  +6.83510e-01  +2.39436e-02
+1.54262e+03  +5.21740e-01  +9.58813e-02  +6.73649e-01  +2.52969e-02
+1.54317e+03  +5.90733e-01  +9.58895e-02  +6.63647e-01  +2.62654e-02
+1.54373e+03  +5.83063e-01  +9.60464e-02  +6.46235e-01  +2.79583e-02
+1.54428e+03  +5.41587e-01  +9.58944e-02  +6.27131e-01  +3.01316e-02
+1.54483e+03  +5.94483e-01  +9.60553e-02  +6.20372e-01  +3.16103e-02
+1.54539e+03  +3.55491e-01  +9.60401e-02  +6.29173e-01  +3.22204e-02
+1.54594e+03  +2.31118e-01  +9.59782e-02  +6.37980e-01  +3.26740e-02
+1.54650e+03  +2.77846e-01  +9.74471e-02  +6.39687e-01  +3.24934e-02
+1.54705e+03  +2.64370e-01  +9.75510e-02  +6.34870e-01  +3.03417e-02
+1.54761e+03  +2.94100e-01  +9.88388e-02  +6.32449e-01  +2.60397e-02
+1.54816e+03  +3.09142e-01  +9.93297e-02  +6.54265e-01  +2.25327e-02
+1.54872e+03  +4.67336e-01  +9.86974e-02  +6.98021e-01  +2.18294e-02
+1.54927e+03  +2.59302e-01  +9.88360e-02  +7.37085e-01  +2.12115e-02
+1.54982e+03  +4.04132e-01  +9.97820e-02  +7.55649e-01  +1.82545e-02
+1.55038e+03  +7.36572e-01  +1.01325e-01  +7.73592e-01  +1.66518e-02
+1.55093e+03  +7.75978e-01  +1.02746e-01  +8.09628e-01  +2.10210e-02
+1.55149e+03  +8.08320e-01  +1.03224e-01  +8.54549e-01  +2.51859e-02
+1.55204e+03  +9.82158e-01  +1.02600e-01  +8.76332e-01  +2.53270e-02
+1.55260e+03  +1.16798e+00  +1.00534e-01  +8.67047e-01  +2.25213e-02
+1.55315e+03  +1.03940e+00  +9.92039e-02  +8.49478e-01  +1.94353e-02
+1.55370e+03  +8.12227e-01  +9.94835e-02  +8.37263e-01  +1.72246e-02
+1.55426e+03  +8.32003e-01  +9.92098e-02  +8.28311e-01  +1.57049e-02
+1.55481e+03  +7.41037e-01  +1.00190e-01  +8.17150e-01  +1.46071e-02
+1.55537e+03  +9.37007e-01  +1.00337e-01  +8.07295e-01  +1.44689e-02
+1.55592e+03  +8.09600e-01  +1.00125e-01  +7.97656e-01  +1.53011e-02
+1.55648e+03  +7.68785e-01  +9.90687e-02  +7.85985e-01  +1.59904e-02
+1.55703e+03  +8.27484e-01  +9.93424e-02  +7.79769e-01  +1.34481e-02
+1.55759e+03  +7.01501e-01  +9.93340e-02  +7.82732e-01  +9.58096e-03
+1.55814e+03  +7.80255e-01  +9.95760e-02  +7.88427e-01  +7.98475e-03
+1.55869e+03  +8.25766e-01  +9.91050e-02  +7.86392e-01  +7.33524e-03
+1.55925e+03  +9.05254e-01  +9.74726e-02  +7.77165e-01  +7.50048e-03
+1.55980e+03  +7.78360e-01  +9.64730e-02  +7.64805e-01  +8.62616e-03
+1.56036e+03  +6.53455e-01  +9.54532e-02  +7.55461e-01  +9.49021e-03
+1.56091e+03  +8.01152e-01  +9.52963e-02  +7.52907e-01  +9.14888e-03
+1.56147e+03  +8.29472e-01  +9.43672e-02  +7.58406e-01  +7.64762e-03
+1.56202e+03  +7.16293e-01  +9.43138e-02  +7.67753e-01  +6.11896e-03
+1.56257e+03  +8.08670e-01  +9.43295e-02  +7.74658e-01  +5.37382e-03
+1.56313e+03  +7.28572e-01  +9.42996e-02  +7.72112e-01  +5.22806e-03
+1.56368e+03  +8.21704e-01  +9.41312e-02  +7.60845e-01  +5.87269e-03
+1.56424e+03  +8.11413e-01  +9.42700e-02  +7.49391e-01  +7.50287e-03
+1.56479e+03  +7.42772e-01  +9.45515e-02  +7.48438e-01  +7.76010e-03
+1.56535e+03  +7.50367e-01  +9.43615e-02  +7.48054e-01  +7.88855e-03
+1.56590e+03  +6.37959e-01  +9.45428e-02  +7.37419e-01  +9.85357e-03
+1.56646e+03  +8.20633e-01  +9.49445e-02  +7.28470e-01  +1.14111e-02
+1.56701e+03  +6.82395e-01  +9.58014e-02  +7.31155e-01  +1.01968e-02
+1.56756e+03  +7.32095e-01  +9.65086e-02  +7.32532e-01  +8.81601e-03
+1.56812e+03  +6.88906e-01  +9.74180e-02  +7.26035e-01  +9.33048e-03
+1.56867e+03  +7.28767e-01  +9.78419e-02  +7.29125e-01  +8.88954e-03
+1.56923e+03  +7.32365e-01  +9.80631e-02  +7.48386e-01  +6.07258e-03
+1.56978e+03  +7.46716e-01  +1.00133e-01  +7.63416e-01  +5.02147e-03
+1.57034e+03  +7.71550e-01  +1.12018e-01  +7.67757e-01  +5.14895e-03
+1.57089e+03  +5.67031e-01  +1.38317e-01  +7.67884e-01  +5.11702e-03
+1.57144e+03  +7.95601e-01  +1.56288e-01  +7.67159e-01  +5.46867e-03
+1.57200e+03  +2.86877e-01  +1.75168e-01  +7.66565e-01  +6.33280e-03
+1.57255e+03  +6.94617e-01  +1.81458e-01  +7.69140e-01  +7.02477e-03
+1.57311e+03  +4.33182e-01  +1.70099e-01  +7.72826e-01  +7.31670e-03
+1.57366e+03  +1.06858e+00  +1.54165e-01  +7.67871e-01  +6.61307e-03
+1.57422e+03  +5.83128e-01  +1.38601e-01  +7.47732e-01  +6.21269e-03
+1.57477e+03  +4.86255e-01  +1.17897e-01  +7.20457e-01  +9.48206e-03
+1.57533e+03  +6.29004e-01  +1.12191e-01  +7.08262e-01  +1.11203e-02
+1.57588e+03  +1.08831e+00  +1.09150e-01  +7.13317e-01  +9.59214e-03
+1.57643e+03  +7.63261e-01  +1.02870e-01  +7.21998e-01  +7.98122e-03
+1.57699e+03  +6.90545e-01  +1.01246e-01  +7.25662e-01  +7.69195e-03
+1.57754e+03  +6.84580e-01  +1.01722e-01  +7.29273e-01  +7.37747e-03
+1.57810e+03  +8.43360e-01  +1.11088e-01  +7.36704e-01  +6.29651e-03
+1.57865e+03  +8.27070e-01  +1.43433e-01  +7.43580e-01  +5.38859e-03
+1.57921e+03  +6.58203e-01  +1.60932e-01  +7.44416e-01  +5.51953e-03
+1.57976e+03  +1.13739e+00  +1.62796e-01  +7.43316e-01  +5.65723e-03
+1.58031e+03  +6.20640e-01  +1.69304e-01  +7.44643e-01  +5.13424e-03
+1.58087e+03  +6.30328e-01  +1.65042e-01  +7.46571e-01  +4.95953e-03
+1.58142e+03  +8.40672e-01  +1.37433e-01  +7.51344e-01  +4.97457e-03
+1.58198e+03  +1.04583e+00  +1.26732e-01  +7.56932e-01  +5.03629e-03
+1.58253e+03  +7.07066e-01  +1.22746e-01  +7.58161e-01  +4.94636e-03
+1.58309e+03  +7.40162e-01  +1.13067e-01  +7.53129e-01  +4.80404e-03
+1.58364e+03  +6.67879e-01  +1.07355e-01  +7.45247e-01  +5.10955e-03
+1.58420e+03  +7.38352e-01  +1.09527e-01  +7.36142e-01  +5.49056e-03
+1.58475e+03  +8.93322e-01  +1.17032e-01  +7.26838e-01  +6.03276e-03
+1.58530e+03  +6.11967e-01  +1.17435e-01  +7.21729e-01  +6.37477e-03
+1.58586e+03  +7.15146e-01  +1.14250e-01  +7.26064e-01  +5.69876e-03
+1.58641e+03  +9.21448e-01  +1.15708e-01  +7.38526e-01  +4.83736e-03
+1.58697e+03  +6.34270e-01  +1.21839e-01  +7.48286e-01  +4.89233e-03
+1.58752e+03  +8.34474e-01  +1.40996e-01  +7.52249e-01  +5.04681e-03
+1.58808e+03  +6.02610e-01  +1.46927e-01  +7.55201e-01  +5.29952e-03
+1.58863e+03  +5.38586e-01  +1.46230e-01  +7.57755e-01  +5.72310e-03
+1.58918e+03  +6.08810e-01  +1.43716e-01  +7.58380e-01  +6.24111e-03
+1.58974e+03  +5.49209e-01  +1.29751e-01  +7.57632e-01  +6.73222e-03
+1.59029e+03  +7.56560e-01  +1.19477e-01  +7.55405e-01  +6.66575e-03
+1.59085e+03  +8.43800e-01  +1.20249e-01  +7.47840e-01  +5.79563e-03
+1.59140e+03  +8.00008e-01  +1.21068e-01  +7.34781e-01  +5.42572e-03
+1.59196e+03  +8.65282e-01  +1.23518e-01  +7.27243e-01  +5.75751e-03
+1.59251e+03  +7.87658e-01  +1.39138e-01  +7.33695e-01  +5.42684e-03
+1.59307e+03  +9.74900e-01  +1.53891e-01  +7.42564e-01  +5.39646e-03
+1.59362e+03  +1.19392e+00  +1.56572e-01  +7.44166e-01  +5.26221e-03
+1.59417e+03  +8.14297e-01  +1.56842e-01  +7.40027e-01  +5.02195e-03
+1.59473e+03  +8.59924e-01  +1.51670e-01  +7.36640e-01  +5.07393e-03
+1.59528e+03  +8.24149e-01  +1.22498e-01  +7.38520e-01  +4.99020e-03
+1.59584e+03  +5.84227e-01  +1.03648e-01  +7.45569e-01  +5.32878e-03
+1.59639e+03  +7.95973e-01  +1.11196e-01  +7.50929e-01  +6.26428e-03
+1.59695e+03  +6.97926e-01  +1.21009e-01  +7.51752e-01  +6.64042e-03
+1.59750e+03  +7.75547e-01  +1.21881e-01  +7.49942e-01  +6.53473e-03
+1.59805e+03  +6.63193e-01  +1.22726e-01  +7.48313e-01  +6.51432e-03
+1.59861e+03  +6.89096e-01  +1.34757e-01  +7.47383e-01  +6.58580e-03
+1.59916e+03  +7.73743e-01  +1.46542e-01  +7.46571e-01  +6.40975e-03
+1.59972e+03  +8.14275e-01  +1.46191e-01  +7.43765e-01  +5.57135e-03
+1.60027e+03  +7.05715e-01  +1.46640e-01  +7.38398e-01  +4.87179e-03
+1.60083e+03  +1.43531e-01  +1.41770e-01  +7.30654e-01  +5.75989e-03
+1.60138e+03  +6.05830e-01  +1.21314e-01  +7.22525e-01  +6.92930e-03
+1.60193e+03  +6.93677e-01  +1.01235e-01  +7.16568e-01  +6.67625e-03
+1.60249e+03  +7.01169e-01  +9.79148e-02  +7.10987e-01  +5.62600e-03
+1.60304e+03  +6.88919e-01  +9.82014e-02  +7.06283e-01  +5.49732e-03
+1.60360e+03  +5.85577e-01  +1.03687e-01  +7.09532e-01  +5.42928e-03
+1.60415e+03  +4.38016e-01  +1.11766e-01  +7.16687e-01  +5.30830e-03
+1.60471e+03  +5.75073e-01  +1.12759e-01  +7.19514e-01  +5.28032e-03
+1.60526e+03  +4.10804e-01  +1.14532e-01  +7.23643e-01  +5.13288e-03
+1.60582e+03  +6.29258e-01  +1.25975e-01  +7.29961e-01  +5.00086e-03
+1.60637e+03  +4.80421e-01  +1.30499e-01  +7.31496e-01  +4.94185e-03
+1.60692e+03  +1.09815e-01  +1.26945e-01  +7.27210e-01  +5.16566e-03
+1.60748e+03  +3.00379e-01  +1.26729e-01  +7.19002e-01  +6.57299e-03
+1.60803e+03  +5.46443e-01  +1.22546e-01  +7.09184e-01  +7.41469e-03
+1.60859e+03  +6.41860e-01  +1.06448e-01  +6.95882e-01  +7.54755e-03
+1.60914e+03  +5.73581e-01  +9.70737e-02  +6.81462e-01  +8.58531e-03
+1.60970e+03  +7.63802e-01  +9.74022e-02  +6.74776e-01  +9.47077e-03
+1.61025e+03  +6.24325e-01  +9.69458e-02  +6.82215e-01  +8.71885e-03
+1.61080e+03  +6.09424e-01  +9.69620e-02  +6.99519e-01  +6.73086e-03
+1.61136e+03  +6.29853e-01  +9.63518e-02  +7.11419e-01  +5.59184e-03
+1.61191e+03  +5.03601e-01  +1.00559e-01  +7.13376e-01  +5.31636e-03
+1.61247e+03  +6.50213e-01  +1.03820e-01  +7.09084e-01  +5.71405e-03
+1.61302e+03  +7.40487e-01  +1.04657e-01  +7.03259e-01  +6.17031e-03
+1.61358e+03  +7.42259e-01  +1.09578e-01  +6.97067e-01  +6.37732e-03
+1.61413e+03  +7.32811e-01  +1.17921e-01  +6.94714e-01  +6.32338e-03
+1.61469e+03  +6.36045e-01  +1.15512e-01  +6.95203e-01  +6.30166e-03
+1.61524e+03  +6.44032e-01  +1.13277e-01  +6.94366e-01  +6.74371e-03
+1.61579e+03  +7.47712e-01  +1.12068e-01  +6.97892e-01  +6.71863e-03
+1.61635e+03  +8.74331e-01  +1.03473e-01  +7.08991e-01  +5.58931e-03
+1.61690e+03  +8.23101e-01  +9.61521e-02  +7.20127e-01  +5.41505e-03
+1.61746e+03  +6.96862e-01  +9.47736e-02  +7.23765e-01  +5.61055e-03
+1.61801e+03  +7.77603e-01  +9.52063e-02  +7.22304e-01  +5.31675e-03
+1.61857e+03  +8.24312e-01  +9.59245e-02  +7.20323e-01  +5.08426e-03
+1.61912e+03  +7.92614e-01  +9.81300e-02  +7.17484e-01  +5.00203e-03
+1.61967e+03  +7.00151e-01  +1.01734e-01  +7.08023e-01  +5.13140e-03
+1.62023e+03  +6.23004e-01  +1.04834e-01  +6.89043e-01  +6.46523e-03
+1.62078e+03  +6.45649e-01  +1.09026e-01  +6.67650e-01  +9.04085e-03
+1.62134e+03  +7.00401e-01  +1.15742e-01  +6.61902e-01  +9.82529e-03
+1.62189e+03  +8.26649e-01  +1.18705e-01  +6.76396e-01  +7.90954e-03
+1.62245e+03  +5.90148e-01  +1.19490e-01  +6.96335e-01  +5.86552e-03
+1.62300e+03  +7.04753e-01  +1.23683e-01  +7.02032e-01  +5.56155e-03
+1.62356e+03  +4.46095e-01  +1.26375e-01  +6.95735e-01  +6.06523e-03
+1.62411e+03  +5.51842e-01  +1.24711e-01  +6.88089e-01  +6.72120e-03
+1.62466e+03  +6.46937e-01  +1.21791e-01  +6.86711e-01  +6.63170e-03
+1.62522e+03  +7.53652e-01  +1.17318e-01  +6.91067e-01  +6.09086e-03
+1.62577e+03  +6.54055e-01  +1.11124e-01  +6.98244e-01  +5.63165e-03
+1.62633e+03  +6.58563e-01  +1.04384e-01  +7.02588e-01  +5.45722e-03
+1.62688e+03  +6.27603e-01  +1.00992e-01  +7.01130e-01  +5.55248e-03
+1.62744e+03  +5.71402e-01  +1.00436e-01  +6.95863e-01  +6.69101e-03
+1.62799e+03  +6.94599e-01  +1.00013e-01  +6.91426e-01  +8.26434e-03
+1.62854e+03  +5.81277e-01  +9.71064e-02  +6.88328e-01  +8.43035e-03
+1.62910e+03  +7.49188e-01  +9.58165e-02  +6.88091e-01  +7.28827e-03
+1.62965e+03  +5.81644e-01  +9.52902e-02  +6.93976e-01  +6.05533e-03
+1.63021e+03  +7.42717e-01  +9.50587e-02  +6.98648e-01  +5.74990e-03
+1.63076e+03  +6.18248e-01  +9.61325e-02  +6.93258e-01  +6.23768e-03
+1.63132e+03  +6.45690e-01  +9.88137e-02  +6.77285e-01  +8.45073e-03
+1.63187e+03  +7.83044e-01  +1.04077e-01  +6.67723e-01  +9.71539e-03
+1.63243e+03  +7.63184e-01  +1.23730e-01  +6.77524e-01  +7.61990e-03
+1.63298e+03  +9.93993e-01  +1.35684e-01  +6.98081e-01  +5.53450e-03
+1.63353e+03  +6.35938e-01  +1.37834e-01  +7.09516e-01  +5.90210e-03
+1.63409e+03  +8.88242e-01  +1.41527e-01  +7.10536e-01  +5.87355e-03
+1.63464e+03  +5.90867e-01  +1.34840e-01  +7.08748e-01  +5.58785e-03
+1.63520e+03  +8.18344e-01  +1.16290e-01  +7.09878e-01  +5.65781e-03
+1.63575e+03  +6.12341e-01  +1.08670e-01  +7.11819e-01  +5.91481e-03
+1.63631e+03  +8.44317e-01  +1.05123e-01  +7.11744e-01  +6.20263e-03
+1.63686e+03  +7.02828e-01  +1.00002e-01  +7.07070e-01  +6.37500e-03
+1.63741e+03  +5.96231e-01  +9.95406e-02  +6.97902e-01  +6.34087e-03
+1.63797e+03  +6.13507e-01  +9.85619e-02  +6.88454e-01  +6.28396e-03
+1.63852e+03  +7.32976e-01  +9.67314e-02  +6.81987e-01  +6.43087e-03
+1.63908e+03  +8.05622e-01  +9.64697e-02  +6.75120e-01  +7.32335e-03
+1.63963e+03  +8.17369e-01  +1.00787e-01  +6.65134e-01  +9.44392e-03
+1.64019e+03  +8.70757e-01  +1.03462e-01  +6.60794e-01  +1.20242e-02
+1.64074e+03  +8.91787e-01  +1.04615e-01  +6.72103e-01  +1.32498e-02
+1.64130e+03  +7.29866e-01  +1.04139e-01  +6.85384e-01  +1.22696e-02
+1.64185e+03  +8.25217e-01  +1.03970e-01  +6.90487e-01  +9.88133e-03
+1.64240e+03  +5.73183e-01  +1.06070e-01  +6.94309e-01  +8.26860e-03
+1.64296e+03  +6.14040e-01  +1.18711e-01  +7.01400e-01  +8.04921e-03
+1.64351e+03  +8.17147e-01  +1.25327e-01  +7.06298e-01  +8.33581e-03
+1.64407e+03  +7.53502e-01  +1.26493e-01  +7.05481e-01  +7.65994e-03
+1.64462e+03  +9.24636e-01  +1.23700e-01  +7.02081e-01  +6.56974e-03
+1.64518e+03  +8.68628e-01  +1.14926e-01  +7.00537e-01  +6.11918e-03
+1.64573e+03  +7.64347e-01  +1.04247e-01  +7.02022e-01  +6.60711e-03
+1.64628e+03  +6.96569e-01  +1.05001e-01  +7.03102e-01  +7.06853e-03
+1.64684e+03  +6.24215e-01  +1.05619e-01  +7.02586e-01  +6.91493e-03
+1.64739e+03  +4.57066e-01  +1.05237e-01  +7.02778e-01  +6.75180e-03
+1.64795e+03  +6.53186e-01  +1.04469e-01  +7.02758e-01  +6.55574e-03
+1.64850e+03  +9.23367e-01  +1.51338e-01  +7.00005e-01  +5.99085e-03
+1.64906e+03  +3.49331e-01  +1.83130e-01  +6.95971e-01  +5.48596e-03
+1.64961e+03  +6.42616e-01  +2.07222e-01  +6.93729e-01  +5.51638e-03
+1.65017e+03  +3.79417e-01  +2.32539e-01  +6.93885e-01  +5.74360e-03
+1.65072e+03  +1.75492e-01  +2.36192e-01  +6.94035e-01  +5.74770e-03
+1.65127e+03  +5.18265e-01  +2.13221e-01  +6.90641e-01  +5.39556e-03
+1.65183e+03  +5.66023e-01  +1.92988e-01  +6.81405e-01  +5.21459e-03
+1.65238e+03  +4.98354e-01  +1.72258e-01  +6.67644e-01  +5.94528e-03
+1.65294e+03  +4.53735e-01  +1.62854e-01  +6.55239e-01  +7.26707e-03
+1.65349e+03  +6.48225e-01  +1.55191e-01  +6.57705e-01  +6.97490e-03
+1.65405e+03  +6.45235e-01  +1.56340e-01  +6.71668e-01  +5.78007e-03
+1.65460e+03  +6.14712e-01  +1.62966e-01  +6.85477e-01  +6.15301e-03
+1.65515e+03  +9.90464e-01  +1.75016e-01  +6.93064e-01  +6.94489e-03
+1.65571e+03  +6.43384e-01  +1.79305e-01  +6.94533e-01  +6.66886e-03
+1.65626e+03  +7.81345e-01  +1.77962e-01  +6.91844e-01  +5.84504e-03
+1.65682e+03  +5.56721e-01  +1.75661e-01  +6.86750e-01  +5.33179e-03
+1.65737e+03  +5.56298e-01  +1.66205e-01  +6.81394e-01  +5.15518e-03
+1.65793e+03  +4.95351e-01  +1.50038e-01  +6.77374e-01  +5.37399e-03
+1.65848e+03  +6.86983e-01  +1.42340e-01  +6.75479e-01  +5.58385e-03
+1.65904e+03  +5.42974e-01  +1.35428e-01  +6.77149e-01  +5.39468e-03
+1.65959e+03  +6.89058e-01  +1.31125e-01  +6.82036e-01  +5.37434e-03
+1.66014e+03  +6.41509e-01  +1.27607e-01  +6.85284e-01  +5.87629e-03
+1.66070e+03  +7.77433e-01  +1.26231e-01  +6.82334e-01  +5.97810e-03
+1.66125e+03  +6.84754e-01  +1.22980e-01  +6.74617e-01  +5.82773e-03
+1.66181e+03  +8.40529e-01  +1.17820e-01  +6.70356e-01  +5.87907e-03
+1.66236e+03  +5.94930e-01  +1.20161e-01  +6.73548e-01  +5.84865e-03
+1.66292e+03  +8.15723e-01  +1.20107e-01  +6.82259e-01  +6.41994e-03
+1.66347e+03  +6.95839e-01  +1.16744e-01  +6.89358e-01  +7.40872e-03
+1.66402e+03  +5.90618e-01  +1.14541e-01  +6.91036e-01  +7.56449e-03
+1.66458e+03  +6.45147e-01  +1.10589e-01  +6.88890e-01  +7.01267e-03
+1.66513e+03  +8.30455e-01  +1.03721e-01  +6.87677e-01  +6.79078e-03
+1.66569e+03  +8.57765e-01  +9.90490e-02  +6.88725e-01  +7.05765e-03
+1.66624e+03  +9.24146e-01  +9.76829e-02  +6.89270e-01  +7.26072e-03
+1.66680e+03  +7.98837e-01  +9.70468e-02  +6.85430e-01  +6.67363e-03
+1.66735e+03  +6.66189e-01  +9.80269e-02  +6.76307e-01  +5.70297e-03
+1.66791e+03  +6.97909e-01  +9.86637e-02  +6.67056e-01  +5.63039e-03
+1.66846e+03  +9.86552e-01  +1.01252e-01  +6.63835e-01  +5.83083e-03
+1.66901e+03  +3.68861e-01  +1.02823e-01  +6.66063e-01  +5.65747e-03
+1.66957e+03  +5.28363e-01  +1.03236e-01  +6.65591e-01  +5.67923e-03
+1.67012e+03  +4.98929e-01  +1.03493e-01  +6.60862e-01  +5.97659e-03
+1.67068e+03  +4.13793e-01  +1.04781e-01  +6.54623e-01  +6.43015e-03
+1.67123e+03  +6.46210e-01  +1.05647e-01  +6.51598e-01  +6.72527e-03
+1.67179e+03  +7.53765e-01  +1.04011e-01  +6.51240e-01  +6.89748e-03
+1.67234e+03  +9.19171e-01  +1.02726e-01  +6.49571e-01  +7.18746e-03
+1.67289e+03  +5.09239e-01  +1.09796e-01  +6.46720e-01  +7.14528e-03
+1.67345e+03  +6.94750e-01  +1.35911e-01  +6.48147e-01  +6.56786e-03
+1.67400e+03  +7.65859e-01  +1.63962e-01  +6.56633e-01  +6.08768e-03
+1.67456e+03  +4.85742e-01  +1.87868e-01  +6.67175e-01  +6.34099e-03
+1.67511e+03  +1.01834e+00  +1.96134e-01  +6.70642e-01  +6.24061e-03
+1.67567e+03  +6.57243e-01  +1.89730e-01  +6.67790e-01  +5.61503e-03
+1.67622e+03  +7.29285e-01  +1.73045e-01  +6.62895e-01  +5.37483e-03
+1.67678e+03  +5.09180e-01  +1.50225e-01  +6.60235e-01  +5.52408e-03
+1.67733e+03  +6.38925e-01  +1.26305e-01  +6.63754e-01  +5.82349e-03
+1.67788e+03  +5.75759e-01  +1.20031e-01  +6.71779e-01  +6.79120e-03
+1.67844e+03  +7.09378e-01  +1.16048e-01  +6.78581e-01  +7.86575e-03
